model_name,prompt_type,total_attempts,successful_attempts,failed_attempts,timeout_attempts,execution_time_mean,execution_time_median,execution_time_sd,prediction_accuracy,auc_roc,total_duration_mean,total_duration_median,total_duration_sd,load_duration_mean,load_duration_median,load_duration_sd,prompt_eval_duration_mean,prompt_eval_duration_median,prompt_eval_duration_sd,eval_duration_mean,eval_duration_median,eval_duration_sd,true_positives,true_negatives,false_positives,false_negatives,precision,recall,f1_score,txt_accuracy,txt_auc_roc,model_dir,model_params,model_quantization
qwen2.5:72b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,3.497989218235016,2.91843843460083,5.762881344295455,52.0,0.550843253968254,,,,,,,,,,,,,20,32,40,8,0.3333333333333333,0.7142857142857143,0.4545454545454545,52.0,0.5508,qwen2_5_72b-instruct-q4_k_m,72,q4_k_m
qwen2.5:72b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,57.9708509850502,57.68876850605011,6.486735617728032,63.0,0.4841269841269842,,,,,,,,,,,,,22,41,22,15,0.5,0.5945945945945946,0.5432098765432098,63.0,0.4841,qwen2_5_72b-instruct-q4_k_m,72,q4_k_m
qwen2.5:72b-instruct-q4_K_M,PromptType.COT,46,46,0,0,61.54989047672438,59.79529023170471,9.084295170647056,63.04347826086956,0.5366300366300366,,,,,,,,,,,,,6,23,16,1,0.2727272727272727,0.8571428571428571,0.41379310344827586,63.04,0.5366,qwen2_5_72b-instruct-q4_k_m,72,q4_k_m
smollm2:1.7b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.1166043496131897,0.0955195426940918,0.20338032955599314,39.0,0.47346132128740825,,,,,,,,,,,,,14,25,52,9,0.21212121212121213,0.6086956521739131,0.3146067415730337,39.0,0.4735,smollm2_1_7b-instruct-q4_k_m,7,q4_k_m
smollm2:1.7b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,0.9108998775482178,0.7836380004882812,0.5720258312393887,53.0,0.5174129353233831,,,,,,,,,,,,,11,42,25,22,0.3055555555555556,0.3333333333333333,0.31884057971014496,53.0,0.5174,smollm2_1_7b-instruct-q4_k_m,7,q4_k_m
smollm2:1.7b-instruct-q4_K_M,PromptType.COT,100,100,0,0,0.621367313861847,0.5744205713272095,0.29864275888011754,58.0,0.49101505585235555,,,,,,,,,,,,,5,53,18,24,0.21739130434782608,0.1724137931034483,0.19230769230769232,58.0,0.491,smollm2_1_7b-instruct-q4_k_m,7,q4_k_m
phi4:14b-fp16,PromptType.SYSTEM1,100,100,0,0,10.604366607666016,10.526079893112183,3.775862637050452,60.0,0.5183333333333333,,,,,,,,,,,,,19,41,29,11,0.3958333333333333,0.6333333333333333,0.4871794871794872,60.0,0.5183,phi4_14b-fp16,14,fp16
phi4:14b-fp16,PromptType.COT_NSHOT,100,100,0,0,18.54090433359146,16.933509945869446,4.801560326082341,55.0,0.5577372604020571,,,,,,,,,,,,,21,34,35,10,0.375,0.6774193548387096,0.48275862068965525,55.0,0.5577,phi4_14b-fp16,14,fp16
phi4:14b-fp16,PromptType.COT,100,100,0,0,14.553781220912933,14.396588206291199,1.8398012395545202,48.0,0.5187165775401069,,,,,,,,,,,,,32,16,50,2,0.3902439024390244,0.9411764705882353,0.5517241379310345,48.0,0.5187,phi4_14b-fp16,14,fp16
athene-v2:72b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,3.4656481552124023,2.99935519695282,4.634826238400708,65.0,0.6496881496881496,,,,,,,,,,,,,20,45,29,6,0.40816326530612246,0.7692307692307693,0.5333333333333333,65.0,0.6497,athene-v2_72b-q4_k_m,72,q4_k_m
athene-v2:72b-q4_K_M,PromptType.COT_NSHOT,72,72,0,0,58.529864854282806,58.532861828804016,7.509692119399419,63.888888888888886,0.4657118055555556,,,,,,,,,,,,,16,30,18,8,0.47058823529411764,0.6666666666666666,0.5517241379310345,63.89,0.4657,athene-v2_72b-q4_k_m,72,q4_k_m
athene-v2:72b-q4_K_M,PromptType.COT,100,100,0,0,62.12971167564392,62.02094542980194,6.611031971496379,60.0,0.5040476190476191,,,,,,,,,,,,,24,36,34,6,0.41379310344827586,0.8,0.5454545454545454,60.0,0.504,athene-v2_72b-q4_k_m,72,q4_k_m
tulu3:70b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,4.955233039855957,1.4927475452423096,8.13220694893213,59.0,0.4926190476190477,,,,,,,,,,,,,24,35,35,6,0.4067796610169492,0.8,0.5393258426966292,59.0,0.4926,tulu3_70b-q4_k_m,70,q4_k_m
tulu3:70b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,26.810247275829315,26.789506673812866,2.9663646947371456,52.0,0.5307414104882459,,,,,,,,,,,,,15,37,42,6,0.2631578947368421,0.7142857142857143,0.3846153846153846,52.0,0.5307,tulu3_70b-q4_k_m,70,q4_k_m
tulu3:70b-q4_K_M,PromptType.COT,100,100,0,0,24.23385375738144,24.446237087249756,2.636016655057694,53.0,0.5057043650793651,,,,,,,,,,,,,21,32,40,7,0.3442622950819672,0.75,0.4719101123595506,53.0,0.5057,tulu3_70b-q4_k_m,70,q4_k_m
sailor2:8b-chat-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.515912630558014,0.272580623626709,0.713052573538736,56.0,0.6054230949041608,,,,,,,,,,,,,21,35,34,10,0.38181818181818183,0.6774193548387096,0.4883720930232559,56.0,0.6054,sailor2_8b-chat-q4_k_m,8,q4_k_m
sailor2:8b-chat-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.4895272397994996,2.361137628555298,0.6275864351078425,44.0,0.4443933823529411,,,,,,,,,,,,,23,21,47,9,0.32857142857142857,0.71875,0.45098039215686275,44.0,0.4444,sailor2_8b-chat-q4_k_m,8,q4_k_m
sailor2:8b-chat-q4_K_M,PromptType.COT,100,100,0,0,2.289014365673065,2.250078797340393,0.35034412521924446,49.0,0.532790592492085,,,,,,,,,,,,,27,22,45,6,0.375,0.8181818181818182,0.5142857142857142,49.0,0.5328,sailor2_8b-chat-q4_k_m,8,q4_k_m
olmo2:7b-1124-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.33419013261795044,0.29716789722442627,0.3439888299543643,61.0,0.4034373586612392,,,,,,,,,,,,,14,47,20,19,0.4117647058823529,0.42424242424242425,0.41791044776119407,61.0,0.4034,olmo2_7b-1124-instruct-fp16,7,fp16
olmo2:7b-1124-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,6.028989086151123,5.922707676887512,1.5203069665978257,43.0,0.5283264033264033,,,,,,,,,,,,,23,20,54,3,0.2987012987012987,0.8846153846153846,0.44660194174757284,43.0,0.5283,olmo2_7b-1124-instruct-fp16,7,fp16
olmo2:7b-1124-instruct-fp16,PromptType.COT,100,100,0,0,7.359254291057587,7.206517934799194,1.7638836284041426,30.0,0.434191355026712,,,,,,,,,,,,,29,1,70,0,0.29292929292929293,1.0,0.45312500000000006,30.0,0.4342,olmo2_7b-1124-instruct-fp16,7,fp16
olmo2:7b-1124-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.19932950496673585,0.16192245483398438,0.3688461353791612,67.0,0.48814229249011865,,,,,,,,,,,,,20,47,30,3,0.4,0.8695652173913043,0.547945205479452,67.0,0.4881,olmo2_7b-1124-instruct-q4_k_m,7,q4_k_m
olmo2:7b-1124-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.8804982113838196,2.76358962059021,0.6623389195675434,39.0,0.49866666666666676,,,,,,,,,,,,,21,18,57,4,0.2692307692307692,0.84,0.40776699029126207,39.0,0.4987,olmo2_7b-1124-instruct-q4_k_m,7,q4_k_m
olmo2:7b-1124-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.812553286552429,2.681622266769409,0.6786860276996655,37.0,0.4913101604278075,,,,,,,,,,,,,34,3,63,0,0.35051546391752575,1.0,0.5190839694656488,37.0,0.4913,olmo2_7b-1124-instruct-q4_k_m,7,q4_k_m
qwen2.5:32b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,1.0642156219482422,0.6765857934951782,2.4246636902624905,53.0,0.554540842212075,,,,,,,,,,,,,16,37,36,11,0.3076923076923077,0.5925925925925926,0.40506329113924056,53.0,0.5545,qwen2_5_32b-instruct-q4_k_m,32,q4_k_m
qwen2.5:32b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,12.140542049407959,12.165885329246521,1.0938727079056747,49.0,0.5296,,,,,,,,,,,,,20,29,46,5,0.30303030303030304,0.8,0.43956043956043955,49.0,0.5296,qwen2_5_32b-instruct-q4_k_m,32,q4_k_m
qwen2.5:32b-instruct-q4_K_M,PromptType.COT,100,100,0,0,12.081624059677123,11.897854089736938,1.8266102211847906,38.0,0.5877333333333333,,,,,,,,,,,,,24,14,61,1,0.2823529411764706,0.96,0.4363636363636364,38.0,0.5877,qwen2_5_32b-instruct-q4_k_m,32,q4_k_m
qwen2.5:14b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.4627179050445557,0.3595871925354004,1.021858580354548,61.0,0.46955997588908976,,,,,,,,,,,,,4,57,22,17,0.15384615384615385,0.19047619047619047,0.1702127659574468,61.0,0.4696,qwen2_5_14b-instruct-q4_k_m,14,q4_k_m
qwen2.5:14b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,5.592412242889404,5.508469343185425,0.7064256021621749,52.0,0.4433471933471934,,,,,,,,,,,,,17,35,39,9,0.30357142857142855,0.6538461538461539,0.4146341463414634,52.0,0.4433,qwen2_5_14b-instruct-q4_k_m,14,q4_k_m
qwen2.5:14b-instruct-q4_K_M,PromptType.COT,100,100,0,0,4.918659245967865,4.916197180747986,0.6076509850157169,51.0,0.5409891598915989,,,,,,,,,,,,,14,37,45,4,0.23728813559322035,0.7777777777777778,0.3636363636363637,51.0,0.541,qwen2_5_14b-instruct-q4_k_m,14,q4_k_m
