sex_recorded_in_1997,jobs_held_in_2002,household_size_in_1997,raised_in_urban_or_rural_area,homeless_for_2+_nights_over_last_5_years,any_adult_household_member_jailed_in_last_5_years,recieved_food_stamps_in_2002,victim_of_violent_crime_in_last_5_years,i_often_prey_to_god_for_help,god_has_nothing_to_do_with_me_personally,how_much_time_in_last_month_when_nothing_cheers_you_up,used_marijuana_in_last_4_years,used_cocaine_or_other_hard_drug_in_last_4_years,used_any_drug_in_last_4_years,ever_arrested_in_last_5_years,number_of_arrests_in_last_5_years,target,ever_convicted_in_last_5_years,weight_in_lbs,short_text_summary,long_text_summary,age,height_total_inches,marriage_encoded,degree_encoded,enrollment_encoded,parent_encoded,race_encoded,cluster_id,diff_level
0.6265021396343907,-1.2391185935682083,-0.3486630917200824,-1.5369072007480595,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,-1.4936938379281517,1.596163742686613,-1.7213508772589663,0.6495796146201872,-0.6772574738977882,0.6155536126122566,0.0,-0.5608931482986333,-0.6210251425459281,0.9249072120240708,-0.3660902386189951,-1.442350968800848,-1.5129633180212625,-1.434271964021381,-0.3779284643230959,0.3689965496923255,1.019965673688196,0.2078900001611369,-0.8677950686030905,0.9957667871993072,5,5
0.6265021396343907,-0.4813726195022448,-0.988029696276909,0.7668220640675032,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,0.6694812381277973,-0.6265021396343906,1.149939658700467,0.6495796146201872,1.4765433214708537,0.6155536126122566,0.0,1.542083817706864,1.6102407640058545,0.9249072120240708,-0.7853727376159301,0.2811930836472979,1.3785232227069593,1.4537023863503695,-0.143157240555295,0.3689965496923255,1.019965673688196,0.714868722488469,-0.9764318285456152,-0.4251758136348733,5,5
0.6265021396343907,1.034119328629683,-0.3486630917200824,0.7668220640675032,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,0.6694812381277973,1.596163742686613,-0.2857056092792496,0.6495796146201872,-0.6772574738977882,0.6155536126122566,0.0,-0.5608931482986333,-0.6210251425459281,-1.081189536636433,-0.1704250724204255,0.1998659831106971,0.2950010009100322,0.0097152111644942,0.0916139832125058,0.3689965496923255,2.0628270286829338,2.235804889470465,-0.9764318285456152,-1.1356471140519635,5,5
0.6265021396343907,-1.2391185935682083,0.290703512836744,0.7668220640675032,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,0.6694812381277973,1.596163742686613,-0.2857056092792496,0.6495796146201872,1.4765433214708537,0.6155536126122566,0.0,2.383274604109063,-0.6210251425459281,0.9249072120240708,-0.7853727376159301,-0.4612249609394768,0.6080010815397812,-1.434271964021381,-0.3779284643230959,0.3689965496923255,-1.0657570363012792,-0.8060674444935272,-0.9764318285456152,-0.4251758136348733,5,5
-1.596163742686613,1.034119328629683,-0.988029696276909,-1.5369072007480595,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,-1.4936938379281517,1.596163742686613,1.149939658700467,0.6495796146201872,1.4765433214708537,0.6155536126122566,0.0,-0.5608931482986333,-0.6210251425459281,0.9249072120240708,-1.0648944036138863,-1.415013608088049,0.1536584567020076,0.0097152111644942,-0.8474709118586976,0.3689965496923255,-1.0657570363012792,0.714868722488469,-0.8677950686030905,0.9957667871993072,5,5
0.6265021396343907,0.2763733545637191,0.290703512836744,0.7668220640675032,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,0.6694812381277973,-0.6265021396343906,1.149939658700467,0.6495796146201872,-0.6772574738977882,0.6155536126122566,0.0,2.8038699973101626,-0.6210251425459281,0.9249072120240708,0.3327139263758963,0.510941553739528,-1.3374589064534776,1.4537023863503695,1.0306988782837094,0.3689965496923255,-0.0228956813065416,1.221847444815801,-0.9764318285456152,-0.4251758136348733,5,5
0.6265021396343907,1.791865302695647,-1.6273963008337355,0.7668220640675032,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,-1.4936938379281517,1.596163742686613,-0.2857056092792496,-1.5394571773695604,-0.6772574738977882,-1.6245538642137904,0.0,-0.1402977550975339,-0.6210251425459281,-1.081189536636433,0.5004269259746703,1.3540996645197532,-1.5932161128600897,-0.7122783764284435,-0.3779284643230959,-0.2795663557408207,1.019965673688196,0.714868722488469,-0.8677950686030905,-1.1356471140519635,5,5
0.6265021396343907,-0.4813726195022448,-0.3486630917200824,0.7668220640675032,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,-1.4936938379281517,-0.6265021396343906,-0.2857056092792496,0.6495796146201872,1.4765433214708537,0.6155536126122566,0.0,3.224465390511262,-0.6210251425459281,0.9249072120240708,-0.3660902386189951,0.1404559078015771,1.0764892254303575,-0.7122783764284435,0.7959276545159084,0.3689965496923255,-1.0657570363012792,-0.8060674444935272,-0.8677950686030905,0.9957667871993072,5,5
0.6265021396343907,-1.2391185935682083,0.9300701173935708,0.7668220640675032,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,0.6694812381277973,-0.6265021396343906,1.149939658700467,-1.5394571773695604,-0.6772574738977882,-1.6245538642137904,0.0,-0.5608931482986333,-0.6210251425459281,-1.081189536636433,-2.7560004829015243,0.292932898200543,-0.7453722409200257,-0.7122783764284435,1.2654701020515102,0.3689965496923255,1.019965673688196,1.221847444815801,-0.9764318285456152,0.9957667871993072,5,5
0.6265021396343907,-1.2391185935682083,2.208803326507224,-1.5369072007480595,-0.2178938842811373,-0.384665412631285,-0.3251407742824914,2.6414770735222186,-1.4936938379281517,-0.6265021396343906,-0.2857056092792496,0.6495796146201872,-0.6772574738977882,0.6155536126122566,0.0,2.8038699973101626,-0.6210251425459281,0.9249072120240708,0.3327139263758963,-1.0218855465871897,1.2245364513585448,-0.7122783764284435,0.0916139832125058,0.3689965496923255,-1.0657570363012792,-0.8060674444935272,-0.2043257720065126,-2.556589714886144,5,5
