model_name,prompt_type,total_attempts,successful_attempts,failed_attempts,timeout_attempts,execution_time_mean,execution_time_median,execution_time_sd,prediction_accuracy,auc_roc,txt_accuracy,txt_auc_roc,total_duration_mean,total_duration_median,total_duration_sd,load_duration_mean,load_duration_median,load_duration_sd,prompt_eval_duration_mean,prompt_eval_duration_median,prompt_eval_duration_sd,eval_duration_mean,eval_duration_median,eval_duration_sd,prompt_eval_count_mean,prompt_eval_count_median,prompt_eval_count_sd,eval_count_mean,eval_count_median,eval_count_sd,true_positives,true_negatives,false_positives,false_negatives,precision,recall,f1_score,model_dir,model_params,model_quantization,total_duration_sec_missing_count,load_duration_sec_missing_count,prompt_eval_duration_sec_missing_count,eval_duration_sec_missing_count,python_api_duration_sec_missing_count,confidence_txt_missing_count,prompt_eval_count_missing_count,eval_count_missing_count
olmo2:7b-1124-instruct-q4_K_M,cot,100,100,0,0,2.812553286552429,2.681622266769409,0.6786860276996655,37.0,0.4913101604278075,37.0,0.4913101604278075,2810535243.8,,678620117.2033701,19274810.81,,3235083.7427344755,17410000.0,,1215181.7422372124,2770260000.0,,678905991.9153651,326.85,,9.187579450628776,329.81,,81.03692823258874,34,3,63,0,0.35051546391752575,1.0,0.5190839694656488,olmo2_7b-1124-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
olmo2:7b-1124-instruct-q4_K_M,cot_nshot,100,100,0,0,2.8804982113838196,2.76358962059021,0.6623389195675434,39.0,0.49866666666666676,39.0,0.49866666666666676,2878287492.1,,662335310.363155,20237066.53,,3604857.8085343395,421650000.0,,7075887.351999169,2409170000.0,,663331841.8591425,2048.0,,0.0,254.75,,73.48350670440108,21,18,57,4,0.2692307692307692,0.84,0.40776699029126207,olmo2_7b-1124-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
phi4:14b-q4_K_M,cot,100,100,0,0,5.677962143421173,5.5890586376190186,0.8251463060081061,43.0,0.5688048245614036,43.0,0.5688048245614036,5675717522.21,,825148773.5085449,21094546.12,,3462548.4275675644,36890000.0,,2616555.6818771577,5613920000.0,,824073078.0578856,326.98,,9.982793277242678,400.83,,59.20006398440441,23,20,56,1,0.2911392405063291,0.9583333333333334,0.44660194174757284,phi4_14b-q4_K_M,14b,q4_K_M,0,0,0,0,0,0,0,0
phi4:14b-q4_K_M,cot_nshot,100,100,0,0,8.128828809261321,7.730655550956726,1.8470152497097638,46.0,0.5071875,46.0,0.5071875,8126626065.39,,1846958411.2856803,21682780.0,,3230050.9799283165,775640000.0,,7514995.110786933,7301570000.0,,1846360029.5410612,2048.0,,0.0,494.78,,127.82283983638598,15,31,49,5,0.234375,0.75,0.35714285714285715,phi4_14b-q4_K_M,14b,q4_K_M,0,0,0,0,0,0,0,0
phi4:14b-q4_K_M,system1,100,100,0,0,4.158225231170654,4.285811185836792,1.3531377077353373,54.0,0.5601217656012176,54.0,0.5601217656012176,4156139088.74,,1353035319.2854874,86689266.28,,658079780.9381387,27280000.0,,17816165.624953017,4036370000.0,,1227918733.985571,249.96,,9.918781287145222,288.08,,88.08256916041329,20,34,39,7,0.3389830508474576,0.7407407407407407,0.4651162790697674,phi4_14b-q4_K_M,14b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:0.5b-instruct-q4_K_M,cot,100,100,0,0,0.578096752166748,0.5222499370574951,0.29788220057542675,48.0,0.46833333333333327,48.0,0.46833333333333327,576208995.14,,297803131.1224871,28594796.28,,4415492.453094624,9620000.0,,2368906.323964114,529590000.0,,297169580.36607563,330.7,,8.509649899622277,178.25,,100.4236857851108,14,34,36,16,0.28,0.4666666666666667,0.35000000000000003,qwen2.5_0.5b-instruct-q4_K_M,0.5b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:0.5b-instruct-q4_K_M,system1,100,100,0,0,0.13845160484313965,0.11951005458831787,0.1973685089675919,52.0,0.40930341280972415,52.0,0.40930341280972415,136703962.53,,197323930.4602672,43849568.39,,131289566.53973435,11740000.0,,12853973.95612137,67360000.0,,7733594.561941094,252.61,,9.270235850682157,18.41,,1.2068407709655182,6,46,23,25,0.20689655172413793,0.1935483870967742,0.19999999999999998,qwen2.5_0.5b-instruct-q4_K_M,0.5b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:0.5b-instruct-q4_K_M,cot_nshot,100,100,0,0,0.6243406009674072,0.5397453308105469,0.3039646425700998,44.0,0.5149253731343284,44.0,0.5149253731343284,622245768.7,,303946664.2784149,28902909.98,,4549928.806207853,96970000.0,,6947792.324315557,461230000.0,,303706192.91703886,2048.0,,0.0,149.13,,103.50783457391918,26,18,49,7,0.3466666666666667,0.7878787878787878,0.48148148148148145,qwen2.5_0.5b-instruct-q4_K_M,0.5b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:1.5b-instruct-q4_K_M,system1,100,100,0,0,0.171098530292511,0.13422131538391113,0.27015866904900615,64.0,0.569208353569694,64.0,0.569208353569694,169369169.36,,270075440.8692992,46141108.96,,182740963.8654311,12120000.0,,11865645.172241388,99520000.0,,146699203.00266173,252.23,,9.353716919065928,21.74,,33.38136539381749,16,48,23,13,0.41025641025641024,0.5517241379310345,0.47058823529411764,qwen2.5_1.5b-instruct-q4_K_M,1.5b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:1.5b-instruct-q4_K_M,cot,100,100,0,0,1.424448652267456,1.4322606325149536,0.44202403567003684,64.0,0.47148200093501635,64.0,0.47148200093501635,1422342996.11,,442031675.766266,28473271.27,,4164768.867217939,10690000.0,,2125815.3515982777,1374350000.0,,442469227.9433313,330.73,,9.545060597931363,347.66,,112.75299006091487,6,58,11,25,0.35294117647058826,0.1935483870967742,0.25,qwen2.5_1.5b-instruct-q4_K_M,1.5b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:1.5b-instruct-q4_K_M,cot_nshot,100,100,0,0,1.2433505821228028,1.208975911140442,0.29847833632363596,35.0,0.3817567567567567,35.0,0.3817567567567567,1241070151.33,,298470876.88506734,30118058.31,,3511403.1052831365,140940000.0,,7626137.934628497,1033510000.0,,297732423.2571687,2048.0,,0.0,249.19,,73.99518070575115,23,12,62,3,0.27058823529411763,0.8846153846153846,0.4144144144144144,qwen2.5_1.5b-instruct-q4_K_M,1.5b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:14b-instruct-q4_K_M,system1,100,100,0,0,0.4627179050445557,0.3595871925354004,1.021858580354548,61.0,0.46955997588908976,61.0,0.46955997588908976,460955447.7,,1021808367.6935098,123496953.03,,961328369.4204985,41870000.0,,17828960.09816103,283130000.0,,4836007.61961452,251.46,,9.627842621031647,18.0,,0.0,4,57,22,17,0.15384615384615385,0.19047619047619047,0.1702127659574468,qwen2.5_14b-instruct-q4_K_M,14b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:14b-instruct-q4_K_M,cot,100,100,0,0,4.918659245967865,4.916197180747986,0.6076509850157169,51.0,0.5409891598915989,51.0,0.5409891598915989,4916478722.47,,607684926.3078188,28890827.63,,6426880.938084537,59390000.0,,4064865.472943885,4819350000.0,,609001971.6841247,331.28,,9.689190061114708,317.89,,40.652231665604035,14,37,45,4,0.23728813559322035,0.7777777777777778,0.3636363636363637,qwen2.5_14b-instruct-q4_K_M,14b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:14b-instruct-q4_K_M,cot_nshot,100,100,0,0,5.592412242889404,5.508469343185425,0.7064256021621749,52.0,0.4433471933471934,52.0,0.4433471933471934,5590061400.38,,706514650.7411665,28731518.24,,4283015.0035113245,825300000.0,,9074884.867233047,4700550000.0,,708034373.6305634,2048.0,,0.0,291.25,,45.012315935292484,17,35,39,9,0.30357142857142855,0.6538461538461539,0.4146341463414634,qwen2.5_14b-instruct-q4_K_M,14b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:32b-instruct-q4_K_M,cot_nshot,100,100,0,0,12.140542049407959,12.165885329246521,1.0938727079056747,49.0,0.5296,49.0,0.5296,12138362839.06,,1093836805.1605663,29198506.67,,5116618.505878051,1648150000.0,,10373212.393156487,10426390000.0,,1090749467.989415,2048.0,,0.0,345.0,,36.57371137355852,20,29,46,5,0.30303030303030304,0.8,0.43956043956043955,qwen2.5_32b-instruct-q4_K_M,32b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:32b-instruct-q4_K_M,cot,100,100,0,0,12.081624059677123,11.897854089736938,1.8266102211847906,38.0,0.5877333333333333,38.0,0.5877333333333333,12079491143.22,,1826597347.346987,28752178.88,,4751739.748679209,141920000.0,,9640696.567314537,11900400000.0,,1825342314.6513002,330.67,,8.844395588921458,408.49,,62.35407125457168,24,14,61,1,0.2823529411764706,0.96,0.4363636363636364,qwen2.5_32b-instruct-q4_K_M,32b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:32b-instruct-q4_K_M,system1,100,100,0,0,1.0642156219482422,0.6765857934951782,2.4246636902624905,53.0,0.554540842212075,53.0,0.554540842212075,1062254069.25,,2424547960.112373,260813589.95,,2317490309.462576,98440000.0,,24620070.649530612,691430000.0,,577899055.4437932,251.21,,9.100221997514149,23.23,,20.014567926711017,16,37,36,11,0.3076923076923077,0.5925925925925926,0.40506329113924056,qwen2.5_32b-instruct-q4_K_M,32b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:3b-instruct-q4_K_M,cot_nshot,100,100,0,0,1.872595989704132,1.8378626108169556,0.3611670735846721,50.0,0.4726027397260274,50.0,0.4726027397260274,1870409270.11,,361159260.17036366,28740473.18,,4537708.378244787,243470000.0,,8112161.963198942,1562560000.0,,362201638.13360465,2048.0,,0.0,258.62,,61.48577564006659,12,38,35,15,0.2553191489361702,0.4444444444444444,0.32432432432432434,qwen2.5_3b-instruct-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:3b-instruct-q4_K_M,system1,100,100,0,0,0.20255696058273315,0.16807425022125244,0.3337180246255601,66.0,0.6813987372510928,66.0,0.6813987372510928,200778391.91,,333640612.2001881,56429455.35,,262506209.6094229,15890000.0,,12417725.193846859,114160000.0,,6734083.36656733,251.92,,9.661628781270304,18.0,,0.0,18,48,23,11,0.43902439024390244,0.6206896551724138,0.5142857142857142,qwen2.5_3b-instruct-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:3b-instruct-q4_K_M,cot,100,100,0,0,2.195884656906128,2.209585428237915,0.4214829061863838,60.0,0.45002536783358704,60.0,0.45002536783358704,2193708411.62,,421450508.7300845,29299285.39,,3939346.4820498186,18560000.0,,2001615.5091487092,2137030000.0,,422477743.24259204,330.33,,8.956747921725459,374.3,,74.30248034795733,16,44,29,11,0.35555555555555557,0.5925925925925926,0.4444444444444444,qwen2.5_3b-instruct-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:72b-instruct-q4_K_M,system1,100,100,0,0,3.497989218235016,2.91843843460083,5.762881344295455,52.0,0.550843253968254,52.0,0.550843253968254,3496190294.87,,5762299045.92849,590797656.19,,5694056968.603842,487180000.0,,38114230.222510666,2407480000.0,,4446040.117595963,252.52,,8.931252584451563,18.0,,0.0,20,32,40,8,0.3333333333333333,0.7142857142857143,0.4545454545454545,qwen2.5_72b-instruct-q4_K_M,72b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:72b-instruct-q4_K_M,cot,46,46,0,0,61.54989047672438,59.79529023170471,9.084295170647056,63.04347826086956,0.5366300366300366,63.04347826086956,0.5366300366300366,61548039534.78261,,9084225046.13492,1254446452.3913043,,8357113493.423596,631978260.8695652,,65075849.464873515,59646891304.347824,,5760202219.553141,329.89130434782606,,9.645328773544138,416.2826086956522,,39.9113813026801,6,23,16,1,0.2727272727272727,0.8571428571428571,0.41379310344827586,qwen2.5_72b-instruct-q4_K_M,72b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:72b-instruct-q4_K_M,cot_nshot,100,100,0,0,57.9708509850502,57.68876850605011,6.486735617728032,63.0,0.4841269841269842,63.0,0.4841269841269842,57968868188.26,,6486722352.87883,21993971.44,,6289986.717427389,4383410000.0,,10020277.42110764,53533320000.0,,6487114252.956325,2048.0,,0.0,359.62,,43.48824989336636,22,41,22,15,0.5,0.5945945945945946,0.5432098765432098,qwen2.5_72b-instruct-q4_K_M,72b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:7b-instruct-q4_K_M,cot,100,100,0,0,2.744155423641205,2.748702645301819,0.3611466152078545,50.0,0.62109375,50.0,0.62109375,2742037144.93,,361182711.790564,28134412.39,,3619833.1918219794,15930000.0,,1804903.5341748232,2689630000.0,,361166478.7235041,330.99,,9.324124244629784,328.09,,44.140522851182425,20,30,38,12,0.3448275862068966,0.625,0.4444444444444445,qwen2.5_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:7b-instruct-q4_K_M,system1,100,100,0,0,0.27868449449539184,0.21525025367736816,0.6333776243755529,63.0,0.47071428571428564,63.0,0.47071428571428564,276943138.67,,633293343.1212676,86619845.06,,587234537.0807506,13990000.0,,14996629.25089798,164870000.0,,4305634.082047015,252.04,,9.106463461063068,18.0,,0.0,7,56,14,23,0.3333333333333333,0.23333333333333334,0.27450980392156865,qwen2.5_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
qwen2.5:7b-instruct-q4_K_M,cot_nshot,100,100,0,0,2.320384407043457,2.3002939224243164,0.27701736157201373,55.0,0.5891209324915008,55.0,0.5891209324915008,2318239161.36,,276997076.1435285,28693667.23,,4070332.4677124666,366480000.0,,7139985.569970989,1888400000.0,,275652907.20854956,2048.0,,0.0,215.27,,32.792230848791064,22,33,38,7,0.36666666666666664,0.7586206896551724,0.4943820224719101,qwen2.5_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
smallthinker:3b-preview-q4_K_M,cot_nshot,1,1,0,0,5.326097011566162,5.326097011566162,0.0,0.0,0.0,,,5320326882.0,,0.0,29021483.0,,0.0,422000000.0,,0.0,4838000000.0,,0.0,2048.0,,0.0,708.0,,0.0,0,0,1,0,0.0,0.0,0.0,smallthinker_3b-preview-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
smallthinker:3b-preview-q4_K_M,system1,100,100,0,0,8.002584257125854,6.863900303840637,4.673992543860155,46.0,0.5192795535261289,46.0,0.5192795535261289,8000383531.27,,4673972597.776006,143095051.24,,835307995.6894811,48050000.0,,29575575.167097706,7795260000.0,,4706011830.18685,252.27,,9.05968425431476,781.53,,318.96773070692154,20,26,47,7,0.29850746268656714,0.7407407407407407,0.42553191489361697,smallthinker_3b-preview-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
smallthinker:3b-preview-q4_K_M,cot,37,37,0,0,6.758884017531936,6.079862833023071,2.511527475334556,40.54054054054054,0.5,40.54054054054054,0.5,6756349841.216216,,2511484221.62224,211227028.1081081,,1113071795.9040766,37216216.216216214,,30511505.239039782,6490081081.081081,,2114790262.497526,330.86486486486484,,9.809751843509153,927.1891891891892,,239.4690698930353,8,7,21,1,0.27586206896551724,0.8888888888888888,0.42105263157894735,smallthinker_3b-preview-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
tulu3:8b-q4_K_M,system1,100,100,0,0,0.24976024627685547,0.17513442039489746,0.7492349780810299,50.0,0.5014116318464145,50.0,0.5014116318464145,247954342.12,,749179724.8363831,99423589.04,,684922887.501916,10930000.0,,14869978.568453373,130290000.0,,3875056.206825987,249.7,,9.250170623596981,13.0,,0.0,9,41,36,14,0.2,0.391304347826087,0.2647058823529412,tulu3_8b-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
tulu3:8b-q4_K_M,cot_nshot,100,100,0,0,3.030913372039795,3.0393123626708984,0.3412736914350709,51.0,0.6061333333333333,51.0,0.6061333333333333,3028530044.92,,341235924.2940433,30445610.93,,4351101.099962231,401320000.0,,4405873.031729032,2588830000.0,,340482546.9058212,2048.0,,0.0,279.15,,37.96659217275263,20,31,44,5,0.3125,0.8,0.449438202247191,tulu3_8b-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
tulu3:8b-q4_K_M,cot,100,100,0,0,2.769104323387146,2.7752017974853516,0.40895467882864317,37.0,0.5228403437358661,37.0,0.5228403437358661,2766913683.39,,408934120.90802646,29591472.54,,5099179.775558229,14090000.0,,792579.2188682582,2720990000.0,,409334752.11974037,328.01,,9.165696918401787,313.93,,48.090666685150275,32,5,62,1,0.3404255319148936,0.9696969696969697,0.5039370078740157,tulu3_8b-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
