model_name,prompt_type,total_attempts,successful_attempts,failed_attempts,timeout_attempts,execution_time_mean,execution_time_median,execution_time_sd,prediction_accuracy,auc_roc,txt_accuracy,txt_auc_roc,total_duration_mean,total_duration_median,total_duration_sd,load_duration_mean,load_duration_median,load_duration_sd,prompt_eval_duration_mean,prompt_eval_duration_median,prompt_eval_duration_sd,eval_duration_mean,eval_duration_median,eval_duration_sd,prompt_eval_count_mean,prompt_eval_count_median,prompt_eval_count_sd,eval_count_mean,eval_count_median,eval_count_sd,true_positives,true_negatives,false_positives,false_negatives,precision,recall,f1_score,model_dir,model_params,model_quantization,total_duration_sec_missing_count,load_duration_sec_missing_count,prompt_eval_duration_sec_missing_count,eval_duration_sec_missing_count,python_api_duration_sec_missing_count,confidence_txt_missing_count,prompt_eval_count_missing_count,eval_count_missing_count
dolphin3:8b-llama3.1-q4_K_M,system1,100,100,0,0,0.23652173519134523,0.2072392702102661,0.2473958923667511,66.0,0.5914666666666667,66.0,0.5914666666666667,234679228.25,,247306126.91294914,49968731.61,,189922895.51911983,10900000.0,,15276905.392907241,167720000.0,,29980828.891311545,246.65,,8.637918520317054,17.68,,3.645614495596737,14,52,23,11,0.3783783783783784,0.56,0.4516129032258065,dolphin3_8b-llama3.1-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
dolphin3:8b-llama3.1-q4_K_M,cot,100,100,0,0,2.80873610496521,2.803036093711853,0.5466083821340343,50.0,0.5694444444444444,50.0,0.5694444444444444,2806595502.76,,546675121.5141714,32102441.96,,4792273.421580786,14050000.0,,687184.2709362768,2758150000.0,,547575821.5106199,325.42,,9.117836886836125,319.61,,64.14423378038533,26,24,48,2,0.35135135135135137,0.9285714285714286,0.5098039215686275,dolphin3_8b-llama3.1-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
exaone3.5:7.8b-instruct-q4_K_M,cot,100,100,0,0,2.8981670784950255,2.898848533630371,0.35934335193825684,44.0,0.425,44.0,0.425,2896058895.25,,359324947.57834005,23249152.25,,2953671.7246146784,17390000.0,,1043449.9886376341,2851020000.0,,358961070.45334333,362.99,,8.663746594315016,349.9,,44.318749025119324,27,17,53,3,0.3375,0.9,0.4909090909090909,exaone3.5_7.8b-instruct-q4_K_M,7.8b,q4_K_M,0,0,0,0,0,0,0,0
exaone3.5:7.8b-instruct-q4_K_M,system1,100,100,0,0,0.3315277075767517,0.27685749530792236,0.5508840581827484,63.0,0.5218666666666667,63.0,0.5218666666666667,329742699.02,,550834453.6723638,74530331.37,,513187631.9945611,12530000.0,,15126039.491786035,236290000.0,,5619761.309140911,273.39,,9.206821142802523,27.46,,0.5009082659620331,17,46,29,8,0.3695652173913043,0.68,0.4788732394366197,exaone3.5_7.8b-instruct-q4_K_M,7.8b,q4_K_M,0,0,0,0,0,0,0,0
exaone3.5:7.8b-instruct-q4_K_M,cot_nshot,100,100,0,0,2.912698037624359,2.8376468420028687,0.31868000330371143,48.0,0.5336263736263736,48.0,0.5336263736263736,2910336621.47,,318679933.56560165,23040952.23,,3219191.9904367053,420480000.0,,7608448.254965322,2437790000.0,,318218059.2491935,2048.0,,0.0,277.16,,37.749498625341324,28,20,45,7,0.3835616438356164,0.8,0.5185185185185185,exaone3.5_7.8b-instruct-q4_K_M,7.8b,q4_K_M,0,0,0,0,0,0,0,0
falcon3:7b-instruct-q4_K_M,cot_nshot,100,100,0,0,2.828229298591614,2.8605467081069946,0.43941477798501044,55.0,0.5135135135135135,55.0,0.5135135135135135,2826160393.36,,439401937.7259854,25553783.5,,3327651.277284381,352800000.0,,7726381.4102702495,2403560000.0,,437215738.9941977,2048.0,,0.0,288.28,,54.059839646693945,23,32,42,3,0.35384615384615387,0.8846153846153846,0.5054945054945055,falcon3_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
falcon3:7b-instruct-q4_K_M,system1,100,100,0,0,0.31499384880065917,0.26224029064178467,0.526460361328945,62.0,0.6345811051693405,62.0,0.6345811051693405,313174321.01,,526409101.05299824,74059607.0,,485186113.81969404,9310000.0,,14267073.769326137,221770000.0,,4320154.785854018,267.51,,9.472442753438614,26.0,,0.0,25,37,29,9,0.46296296296296297,0.7352941176470589,0.5681818181818182,falcon3_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
falcon3:7b-instruct-q4_K_M,cot,100,100,0,0,2.764133639335632,2.764410614967346,0.28541218021867015,54.0,0.4957651044607566,54.0,0.4957651044607566,2761984212.81,,285401168.76726335,25570499.58,,3752053.6831791205,10970000.0,,1329198.1329988681,2719330000.0,,285861521.0060969,352.8,,9.659872220331453,344.86,,36.68705218438513,13,41,36,10,0.2653061224489796,0.5652173913043478,0.36111111111111116,falcon3_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
gemma2:9b-instruct-q4_K_M,system1,100,100,0,0,0.36792230129241943,0.33775532245635986,0.23567746405962478,60.0,0.5634195839675291,60.0,0.5634195839675291,366041119.91,,235637938.49106377,60818250.41,,190381131.94614688,26900000.0,,15745129.116939338,272450000.0,,27303522.176311307,256.94,,9.184770002564028,22.37,,2.27260807768244,12,48,25,15,0.32432432432432434,0.4444444444444444,0.375,gemma2_9b-instruct-q4_K_M,9b,q4_K_M,0,0,0,0,0,0,0,0
gemma2:9b-instruct-q4_K_M,cot,100,100,0,0,3.91924179315567,3.9504204988479614,0.4493408635891471,56.0,0.5707762557077626,56.0,0.5707762557077626,3917237059.14,,449325718.0522932,40479337.14,,5627824.783747248,39790000.0,,2575310.121562493,3833830000.0,,449240505.0906935,340.64,,9.059310741502971,322.58,,38.235099428180234,17,39,34,10,0.3333333333333333,0.6296296296296297,0.43589743589743585,gemma2_9b-instruct-q4_K_M,9b,q4_K_M,0,0,0,0,0,0,0,0
gemma2:9b-instruct-q4_K_M,cot_nshot,100,100,0,0,4.074102849960327,4.006592273712158,0.5169124846616301,58.0,0.6294563279857398,58.0,0.6294563279857398,4071966644.38,,516953561.31315035,40997954.56,,5411992.28915512,558830000.0,,4923772.471747182,3457570000.0,,517587688.46691597,2048.0,,0.0,276.35,,41.889796496343244,27,31,35,7,0.43548387096774194,0.7941176470588235,0.5625,gemma2_9b-instruct-q4_K_M,9b,q4_K_M,0,0,0,0,0,0,0,0
glm4:9b-chat-q4_K_M,cot_nshot,100,100,0,0,4.655711934566498,4.622274160385132,0.5670736828759574,52.0,0.5551659654043946,52.0,0.5551659654043946,4653377564.08,,567047972.6535608,28650865.96,,3732090.486555894,536550000.0,,6307563.20105899,4059990000.0,,566747311.4629703,2048.0,,0.0,358.36,,50.947491289433174,24,28,41,7,0.36923076923076925,0.7741935483870968,0.5,glm4_9b-chat-q4_K_M,9b,q4_K_M,0,0,0,0,0,0,0,0
glm4:9b-chat-q4_K_M,system1,100,100,0,0,0.33584969520568847,0.2488318681716919,0.8637881379813735,43.0,0.5552,43.0,0.5552,333969762.81,,863709065.9212902,111354825.13,,813129171.2490922,18670000.0,,17960143.865703516,196820000.0,,8125754.0442643715,241.26,,8.800390257645889,17.12,,0.6857864319910612,20,23,52,5,0.2777777777777778,0.8,0.41237113402061853,glm4_9b-chat-q4_K_M,9b,q4_K_M,0,0,0,0,0,0,0,0
glm4:9b-chat-q4_K_M,cot,100,100,0,0,3.9850801157951357,3.9341384172439575,0.4781499234042512,40.0,0.5151515151515151,40.0,0.5151515151515151,3982906673.17,,478140576.0163894,28468957.31,,3896142.9678212637,24970000.0,,1274893.5388311981,3925530000.0,,479080357.5496484,319.37,,9.822315347609177,367.68,,45.37985135598076,30,10,57,3,0.3448275862068966,0.9090909090909091,0.5000000000000001,glm4_9b-chat-q4_K_M,9b,q4_K_M,0,0,0,0,0,0,0,0
granite3.1-dense:8b-instruct-q4_K_M,system1,100,100,0,0,0.6170458173751832,0.23130512237548828,0.8826590833378,61.0,0.552389705882353,61.0,0.552389705882353,615139134.47,,882475043.0104256,64193658.42,,484558025.4760592,25330000.0,,16894237.257871468,520660000.0,,742926049.8566164,298.26,,10.732392204175285,54.31,,80.25901189211707,19,42,26,13,0.4222222222222222,0.59375,0.49350649350649345,granite3.1-dense_8b-instruct-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
granite3.1-dense:8b-instruct-q4_K_M,cot_nshot,100,100,0,0,3.722108678817749,3.67996346950531,0.5316390329677985,43.0,0.6569940476190476,43.0,0.6569940476190476,3719706194.7,,531689223.8642601,16649853.32,,2124393.1711507733,525610000.0,,7213756.499098291,3149680000.0,,532636208.78521854,2048.0,,0.0,312.13,,54.49022801837913,23,20,52,5,0.30666666666666664,0.8214285714285714,0.44660194174757273,granite3.1-dense_8b-instruct-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
granite3.1-dense:8b-instruct-q4_K_M,cot,100,100,0,0,3.886151113510132,3.9212124347686768,0.6565126564797219,45.0,0.48021308980213095,45.0,0.48021308980213095,3883946844.44,,656441516.7786152,15905199.79,,2580265.488097783,35360000.0,,2508651.696296904,3828330000.0,,655704187.0455693,381.9,,10.85115084898716,404.23,,69.35822032948025,18,27,46,9,0.28125,0.6666666666666666,0.39560439560439564,granite3.1-dense_8b-instruct-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
llama3.1:70b-instruct-q4_K_M,cot,100,100,0,0,23.12070249557495,22.717151641845703,3.672947757872928,39.0,0.5637400793650794,39.0,0.5637400793650794,23118641733.52,,3672945565.799504,30571858.9,,5017017.3674046,300230000.0,,19068115.541474734,22785580000.0,,3673765060.6439276,326.64,,9.162417748056404,389.93,,63.490276834529965,25,14,58,3,0.30120481927710846,0.8928571428571429,0.45045045045045046,llama3.1_70b-instruct-q4_K_M,70b,q4_K_M,0,0,0,0,0,0,0,0
llama3.1:70b-instruct-q4_K_M,cot_nshot,98,98,0,0,21.5203493955184,20.995049238204956,3.501475428737407,45.91836734693877,0.5754483611626469,45.91836734693877,0.5754483611626469,21518168327.377552,,3501430078.214968,118468293.98979592,,885340611.3910459,3447091836.734694,,57934745.86148562,17941193877.55102,,3210652612.6532884,2048.0,,0.0,295.1734693877551,,53.62335725697676,17,28,49,4,0.25757575757575757,0.8095238095238095,0.39080459770114945,llama3.1_70b-instruct-q4_K_M,70b,q4_K_M,0,0,0,0,0,0,0,0
llama3.1:70b-instruct-q4_K_M,system1,100,100,0,0,1.6351695942878723,1.232648491859436,4.038260465729986,54.0,0.6179604261796042,54.0,0.6179604261796042,1633110666.35,,4038232587.4572115,427958162.41,,3963504119.9632483,202650000.0,,43511608.80742174,996450000.0,,8922081.33529029,248.08,,8.870197519807776,17.0,,0.0,18,36,37,9,0.32727272727272727,0.6666666666666666,0.43902439024390244,llama3.1_70b-instruct-q4_K_M,70b,q4_K_M,0,0,0,0,0,0,0,0
llama3.1:8b-instruct-q4_K_M,system1,100,100,0,0,0.27948737621307373,0.2073420286178589,0.723018972162756,62.0,0.6540027137042063,62.0,0.6540027137042063,277647381.57,,722475628.8543259,97616830.93,,662826666.6687766,10720000.0,,14990286.417166514,162510000.0,,5194198.395296138,248.68,,8.773099379767263,17.0,,0.0,27,35,32,6,0.4576271186440678,0.8181818181818182,0.5869565217391305,llama3.1_8b-instruct-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
llama3.1:8b-instruct-q4_K_M,cot,100,100,0,0,3.472454035282135,3.3921974897384644,0.5909386294918383,30.0,0.6250634195839674,30.0,0.6250634195839674,3470193675.45,,590916721.4848069,32340118.76,,4209705.136530049,13940000.0,,919156.398470078,3421520000.0,,591136407.3724542,327.1,,9.387827924036163,396.57,,68.43772587712367,25,5,68,2,0.26881720430107525,0.9259259259259259,0.4166666666666667,llama3.1_8b-instruct-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
llama3.1:8b-instruct-q4_K_M,cot_nshot,100,100,0,0,3.4248255348205565,3.3770452737808228,0.6017591791710882,47.0,0.5381944444444445,47.0,0.5381944444444445,3422670310.76,,601756104.5396792,30298101.87,,5116825.00234156,401050000.0,,2989459.5977983526,2983710000.0,,601441455.2900507,2048.0,,0.0,323.75,,67.32423805958022,20,27,45,8,0.3076923076923077,0.7142857142857143,0.4301075268817205,llama3.1_8b-instruct-q4_K_M,8b,q4_K_M,0,0,0,0,0,0,0,0
llama3.2:1b-instruct-q4_K_M,cot,100,100,0,0,0.6679856276512146,0.6180564165115356,0.3448872734867183,23.0,0.46843749999999995,23.0,0.46843749999999995,666068711.95,,344780751.03904176,28516770.19,,4017960.6175126303,3630000.0,,719918.6261535593,631880000.0,,344481671.23692054,336.98,,9.334393879139078,232.58,,132.3961899418224,20,3,77,0,0.20618556701030927,1.0,0.3418803418803419,llama3.2_1b-instruct-q4_K_M,1b,q4_K_M,0,0,0,0,0,0,0,0
llama3.2:1b-instruct-q4_K_M,cot_nshot,100,100,0,0,0.6307641911506653,0.5571690797805786,0.32559683000164197,31.0,0.4485032978183663,31.0,0.4485032978183663,628732137.44,,325554256.93725,28658661.66,,4068163.4935435234,98980000.0,,2206418.5523791327,493490000.0,,325672590.5915729,2048.0,,0.0,168.05,,118.99676381305417,25,6,67,2,0.2717391304347826,0.9259259259259259,0.42016806722689076,llama3.2_1b-instruct-q4_K_M,1b,q4_K_M,0,0,0,0,0,0,0,0
llama3.2:1b-instruct-q4_K_M,system1,100,100,0,0,0.12110782623291015,0.09807515144348145,0.2114132830192533,45.0,0.521655701754386,45.0,0.521655701754386,119284772.03,,210583070.8476236,47716284.68,,158394201.03824982,4450000.0,,11088600.935513493,60800000.0,,13642624.825201789,257.44,,9.05797265876138,18.44,,4.601975860234582,12,33,43,12,0.21818181818181817,0.5,0.3037974683544304,llama3.2_1b-instruct-q4_K_M,1b,q4_K_M,0,0,0,0,0,0,0,0
llama3.2:3b-instruct-q4_K_M,system1,100,100,0,0,0.18495219945907593,0.1439424753189087,0.40879952178969636,70.0,0.5073809523809524,70.0,0.5073809523809524,183168237.44,,408763129.4781786,69816289.36,,359192263.0077364,6440000.0,,13347961.672408294,100950000.0,,5605507.753247441,258.39,,10.037198490383336,17.0,,0.0,16,54,16,14,0.5,0.5333333333333333,0.5161290322580646,llama3.2_3b-instruct-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
llama3.2:3b-instruct-q4_K_M,cot,100,100,0,0,1.1568382954597474,1.1024032831192017,0.3052789107343985,40.0,0.37996031746031744,40.0,0.37996031746031744,1154650368.64,,305263561.4279044,31815416.25,,4813139.718017121,5920000.0,,800000.0,1114500000.0,,304973636.8801723,337.09,,9.888361692904288,215.77,,60.312629127930016,21,19,53,7,0.28378378378378377,0.75,0.4117647058823529,llama3.2_3b-instruct-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
llama3.2:3b-instruct-q4_K_M,cot_nshot,100,100,0,0,1.022509536743164,1.0117604732513428,0.2570099659626624,54.0,0.5362103174603174,54.0,0.5362103174603174,1020174614.17,,256975828.2619521,32514714.2,,5616795.381108512,203040000.0,,2093375.7957476776,776220000.0,,256966160.56743285,2048.0,,0.0,136.12,,48.749261584669206,18,36,36,10,0.3333333333333333,0.6428571428571429,0.43902439024390244,llama3.2_3b-instruct-q4_K_M,3b,q4_K_M,0,0,0,0,0,0,0,0
llama3.3:70b-instruct-q4_K_M,system1,100,100,0,0,1.657241051197052,1.2338801622390747,4.217458296336167,49.0,0.5838293650793651,49.0,0.5838293650793651,1655305522.27,,4217351017.9711275,443116160.45,,4144274804.9820547,201470000.0,,40310275.151979335,1004180000.0,,17308478.683680847,248.78,,8.639327508433732,17.0,,0.0,26,23,49,2,0.3466666666666667,0.9285714285714286,0.5048543689320388,llama3.3_70b-instruct-q4_K_M,70b,q4_K_M,0,0,0,0,0,0,0,0
llama3.3:70b-instruct-q4_K_M,cot_nshot,100,100,0,0,26.458070156574248,26.323856234550476,3.3191497596723814,66.0,0.4640376984126984,66.0,0.4640376984126984,26455733069.83,,3319173444.551225,31105369.97,,5360959.113947829,3434840000.0,,88449805.43114881,22981990000.0,,3316081652.364959,2048.0,,0.0,380.9,,55.46907410276633,19,47,25,9,0.4318181818181818,0.6785714285714286,0.5277777777777777,llama3.3_70b-instruct-q4_K_M,70b,q4_K_M,0,0,0,0,0,0,0,0
llama3.3:70b-instruct-q4_K_M,cot,100,100,0,0,22.79275583744049,22.84746813774109,3.435090554707765,46.0,0.5334821428571429,46.0,0.5334821428571429,22790724142.1,,3435064861.5139346,29100159.78,,5002744.084367728,298380000.0,,20900814.34786789,22460970000.0,,3433059069.525091,327.55,,9.512750613908905,386.01,,59.284538158329816,21,25,47,7,0.3088235294117647,0.75,0.4375,llama3.3_70b-instruct-q4_K_M,70b,q4_K_M,0,0,0,0,0,0,0,0
marco-o1:7b-q4_K_M,cot,100,100,0,0,3.0720290446281435,3.074512481689453,0.4246414212734057,31.0,0.4550989345509893,31.0,0.4550989345509893,3069894238.55,,424663455.74536014,28298218.89,,3982908.262536709,15170000.0,,1595796.2453163175,3018890000.0,,424942203.9132694,326.75,,8.793219380335456,366.74,,51.81856849049422,23,8,65,4,0.26136363636363635,0.8518518518518519,0.39999999999999997,marco-o1_7b-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
marco-o1:7b-q4_K_M,cot_nshot,100,100,0,0,2.8179733610153197,2.8523038625717163,0.3715431014579101,55.0,0.7115677321156773,55.0,0.7115677321156773,2815758137.78,,371598767.40470105,27699643.7,,3682817.262207127,371910000.0,,7476691.052257616,2383310000.0,,371485570.6375675,2048.0,,0.0,271.72,,43.845937812142445,26,29,44,1,0.37142857142857144,0.9629629629629629,0.5360824742268041,marco-o1_7b-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
marco-o1:7b-q4_K_M,system1,100,100,0,0,0.2849130177497864,0.21375679969787598,0.7164429927365797,65.0,0.5877727042110603,65.0,0.5877727042110603,283067590.19,,716383315.6245657,93361091.99,,659765307.1608336,12950000.0,,14531314.14941852,165200000.0,,4285281.363415518,250.05,,8.870988921447509,18.0,,0.0,6,59,14,21,0.3,0.2222222222222222,0.25531914893617025,marco-o1_7b-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
mistral:7b-instruct-q4_K_M,cot_nshot,100,100,0,0,2.4661160945892333,2.3773484230041504,0.71186417624155,45.0,0.5012993762993763,45.0,0.5012993762993763,2464002206.87,,711875446.6322608,16315675.86,,2437631.3653749777,405980000.0,,4541570.05735446,2026680000.0,,711647070.6265242,2048.0,,0.0,236.91,,87.35658896937103,3,42,32,23,0.08571428571428572,0.11538461538461539,0.09836065573770493,mistral_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
mistral:7b-instruct-q4_K_M,system1,100,100,0,0,0.28648892402648923,0.21451222896575928,0.657654521910897,65.0,0.5885337392186708,65.0,0.5885337392186708,284904881.35,,657559584.0218704,78678402.58,,634691533.8496104,12050000.0,,15570870.887719164,190950000.0,,59593975.52766487,275.57,,10.275257130160252,22.37,,7.878695220900373,13,52,21,14,0.38235294117647056,0.48148148148148145,0.4262295081967213,mistral_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
mistral:7b-instruct-q4_K_M,cot,100,100,0,0,2.924485936164856,2.720813751220703,1.0996494712905334,52.0,0.45062370062370066,52.0,0.45062370062370066,2922501446.57,,1099638525.6368997,15322797.36,,2382374.345464017,16550000.0,,967919.772950572,2887590000.0,,1099785866.1640189,363.84,,10.496483297569792,366.01,,140.4387421726295,10,42,32,16,0.23809523809523808,0.38461538461538464,0.2941176470588235,mistral_7b-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
nemotron-mini:4b-instruct-q4_K_M,cot_nshot,100,100,0,0,1.1085458493232727,1.0492641925811768,0.22590400891651233,54.0,0.4852941176470588,54.0,0.4852941176470588,1106267409.72,,225881359.91719761,46198915.09,,6438322.0030297,222870000.0,,4409940.561682862,821410000.0,,225976940.58635205,2048.0,,0.0,120.09,,35.45037647076815,20,34,34,12,0.37037037037037035,0.625,0.4651162790697674,nemotron-mini_4b-instruct-q4_K_M,4b,q4_K_M,0,0,0,0,0,0,0,0
nemotron-mini:4b-instruct-q4_K_M,system1,100,100,0,0,0.240062153339386,0.19976294040679932,0.4050278118587706,62.0,0.4373700623700624,62.0,0.4373700623700624,238240355.67,,404980980.16088146,84090030.05,,357140270.78562146,7960000.0,,13966713.676061772,139400000.0,,9031929.892097125,261.84,,8.857707937101443,19.9,,0.4380858271151806,8,54,20,18,0.2857142857142857,0.3076923076923077,0.29629629629629634,nemotron-mini_4b-instruct-q4_K_M,4b,q4_K_M,0,0,0,0,0,0,0,0
nemotron-mini:4b-instruct-q4_K_M,cot,100,100,0,0,1.586520597934723,1.7019495964050293,0.8292161794178975,47.0,0.5126190476190476,47.0,0.5126190476190476,1584337879.08,,829169851.7265306,48194210.81,,5508570.943136536,9490000.0,,758720.3474644434,1523100000.0,,829834466.8813428,345.17,,8.5600139242783,244.97,,135.02169335617026,24,23,47,6,0.3380281690140845,0.8,0.4752475247524753,nemotron-mini_4b-instruct-q4_K_M,4b,q4_K_M,0,0,0,0,0,0,0,0
olmo2:7b-1124-instruct-q4_K_M,system1,100,100,0,0,0.19932950496673585,0.16192245483398438,0.3688461353791612,67.0,0.48814229249011865,67.0,0.48814229249011865,197535557.3,,368671757.761291,54242643.19,,333931361.850304,13440000.0,,15340130.245848501,124340000.0,,4463590.075671865,249.7,,9.521374147493924,13.0,,0.0,20,47,30,3,0.4,0.8695652173913043,0.547945205479452,olmo2_7b-1124-instruct-q4_K_M,7b,q4_K_M,0,0,0,0,0,0,0,0
