model_name,prompt_type,total_attempts,successful_attempts,failed_attempts,timeout_attempts,avg_execution_time,median_execution_time,sd_execution_time,prediction_accuracy,auc_roc,avg_total_duration,avg_load_duration,avg_prompt_eval_duration,avg_eval_duration,true_positives,true_negatives,false_positives,false_negatives,precision,recall,f1_score,txt_accuracy,txt_auc_roc,model_dir,model_params_b,quantization
smallthinker:3b-preview-q4_K_M,PromptType.COT,37,37,0,0,6.758884017531936,6.079862833023071,2.511527475334556,40.54054054054054,0.5,6756349841.216216,211227028.1081081,37216216.216216214,6490081081.081081,8,7,21,1,0.27586206896551724,0.8888888888888888,0.42105263157894735,40.54,0.5,smallthinker_3b-preview-q4_k_m,3,q4_k_m
solar-pro:22b-preview-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.7723621106147767,0.627668023109436,1.4346329886274327,55.0,0.5313258863525985,770415038.98,154074910.82,83140000.0,530270000.0,24,31,40,5,0.375,0.8275862068965517,0.5161290322580646,55.0,0.5313,solar-pro_22b-preview-instruct-q4_k_m,22,q4_k_m
solar-pro:22b-preview-instruct-q4_K_M,PromptType.COT_NSHOT,95,95,0,0,6.337517713245592,5.938035249710083,1.7596144531741573,50.526315789473685,0.5607692307692308,6335230037.326316,46338339.368421055,1309189473.6842105,4967042105.263158,25,23,42,5,0.373134328358209,0.8333333333333334,0.5154639175257731,50.53,0.5608,solar-pro_22b-preview-instruct-q4_k_m,22,q4_k_m
solar-pro:22b-preview-instruct-q4_K_M,PromptType.COT,100,100,0,0,6.208328447341919,6.135793566703796,1.5183851599690106,41.0,0.5353430353430352,6206193442.52,13383485.71,131290000.0,6058590000.0,23,18,56,3,0.2911392405063291,0.8846153846153846,0.43809523809523804,41.0,0.5353,solar-pro_22b-preview-instruct-q4_k_m,22,q4_k_m
qwen2.5:72b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,3.497989218235016,2.91843843460083,5.762881344295455,52.0,0.550843253968254,3496190294.87,590797656.19,487180000.0,2407480000.0,20,32,40,8,0.3333333333333333,0.7142857142857143,0.4545454545454545,52.0,0.5508,qwen2_5_72b-instruct-q4_k_m,72,q4_k_m
qwen2.5:72b-instruct-q4_K_M,PromptType.COT,46,46,0,0,61.54989047672438,59.79529023170471,9.084295170647056,63.04347826086956,0.5366300366300366,61548039534.78261,1254446452.3913043,631978260.8695652,59646891304.347824,6,23,16,1,0.2727272727272727,0.8571428571428571,0.41379310344827586,63.04,0.5366,qwen2_5_72b-instruct-q4_k_m,72,q4_k_m
qwen2.5:72b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,57.9708509850502,57.68876850605011,6.486735617728032,63.0,0.4841269841269842,57968868188.26,21993971.44,4383410000.0,53533320000.0,22,41,22,15,0.5,0.5945945945945946,0.5432098765432098,63.0,0.4841,qwen2_5_72b-instruct-q4_k_m,72,q4_k_m
smollm2:1.7b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,0.9108998775482178,0.7836380004882812,0.5720258312393887,53.0,0.5174129353233831,908707269.21,51140082.84,180520000.0,650810000.0,11,42,25,22,0.3055555555555556,0.3333333333333333,0.31884057971014496,53.0,0.5174,smollm2_1_7b-instruct-q4_k_m,7,q4_k_m
smollm2:1.7b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.1166043496131897,0.0955195426940918,0.20338032955599314,39.0,0.47346132128740825,114794969.65,32470006.1,6790000.0,70900000.0,14,25,52,9,0.21212121212121213,0.6086956521739131,0.3146067415730337,39.0,0.4735,smollm2_1_7b-instruct-q4_k_m,7,q4_k_m
smollm2:1.7b-instruct-q4_K_M,PromptType.COT,100,100,0,0,0.621367313861847,0.5744205713272095,0.29864275888011754,58.0,0.49101505585235555,619365788.0,14832848.32,6020000.0,594670000.0,5,53,18,24,0.21739130434782608,0.1724137931034483,0.19230769230769232,58.0,0.491,smollm2_1_7b-instruct-q4_k_m,7,q4_k_m
phi4:14b-fp16,PromptType.COT,100,100,0,0,14.553781220912933,14.396588206291199,1.8398012395545202,48.0,0.5187165775401069,14551824310.37,20325989.91,11800000.0,14515880000.0,32,16,50,2,0.3902439024390244,0.9411764705882353,0.5517241379310345,48.0,0.5187,phi4_14b-fp16,14,fp16
phi4:14b-fp16,PromptType.COT_NSHOT,100,100,0,0,18.54090433359146,16.933509945869446,4.801560326082341,55.0,0.5577372604020571,18538679786.62,21897202.84,647620000.0,17840800000.0,21,34,35,10,0.375,0.6774193548387096,0.48275862068965525,55.0,0.5577,phi4_14b-fp16,14,fp16
phi4:14b-fp16,PromptType.SYSTEM1,100,100,0,0,10.604366607666016,10.526079893112183,3.775862637050452,60.0,0.5183333333333333,10602189505.46,280587754.88,11430000.0,10303910000.0,19,41,29,11,0.3958333333333333,0.6333333333333333,0.4871794871794872,60.0,0.5183,phi4_14b-fp16,14,fp16
athene-v2:72b-q4_K_M,PromptType.COT,100,100,0,0,62.12971167564392,62.02094542980194,6.611031971496379,60.0,0.5040476190476191,62127847044.42,21222812.93,634590000.0,61464570000.0,24,36,34,6,0.41379310344827586,0.8,0.5454545454545454,60.0,0.504,athene-v2_72b-q4_k_m,72,q4_k_m
athene-v2:72b-q4_K_M,PromptType.COT_NSHOT,72,72,0,0,58.529864854282806,58.532861828804016,7.509692119399419,63.888888888888886,0.4657118055555556,58527805427.27778,23019353.736111112,4390652777.777778,54082708333.333336,16,30,18,8,0.47058823529411764,0.6666666666666666,0.5517241379310345,63.89,0.4657,athene-v2_72b-q4_k_m,72,q4_k_m
athene-v2:72b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,3.4656481552124023,2.99935519695282,4.634826238400708,65.0,0.6496881496881496,3463868814.58,476478605.0,496280000.0,2480600000.0,20,45,29,6,0.40816326530612246,0.7692307692307693,0.5333333333333333,65.0,0.6497,athene-v2_72b-q4_k_m,72,q4_k_m
tulu3:70b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,4.955233039855957,1.4927475452423096,8.13220694893213,59.0,0.4926190476190477,4953026246.47,435057718.23,205700000.0,4305050000.0,24,35,35,6,0.4067796610169492,0.8,0.5393258426966292,59.0,0.4926,tulu3_70b-q4_k_m,70,q4_k_m
tulu3:70b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,26.810247275829315,26.789506673812866,2.9663646947371456,52.0,0.5307414104882459,26807939909.51,31216501.22,3423040000.0,23346130000.0,15,37,42,6,0.2631578947368421,0.7142857142857143,0.3846153846153846,52.0,0.5307,tulu3_70b-q4_k_m,70,q4_k_m
tulu3:70b-q4_K_M,PromptType.COT,100,100,0,0,24.23385375738144,24.446237087249756,2.636016655057694,53.0,0.5057043650793651,24231662300.44,30359542.77,300160000.0,23898850000.0,21,32,40,7,0.3442622950819672,0.75,0.4719101123595506,53.0,0.5057,tulu3_70b-q4_k_m,70,q4_k_m
sailor2:8b-chat-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.515912630558014,0.272580623626709,0.713052573538736,56.0,0.6054230949041608,513822322.87,92094035.93,13830000.0,402480000.0,21,35,34,10,0.38181818181818183,0.6774193548387096,0.4883720930232559,56.0,0.6054,sailor2_8b-chat-q4_k_m,8,q4_k_m
sailor2:8b-chat-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.4895272397994996,2.361137628555298,0.6275864351078425,44.0,0.4443933823529411,2487424113.69,26555631.94,416010000.0,2037660000.0,23,21,47,9,0.32857142857142857,0.71875,0.45098039215686275,44.0,0.4444,sailor2_8b-chat-q4_k_m,8,q4_k_m
sailor2:8b-chat-q4_K_M,PromptType.COT,100,100,0,0,2.289014365673065,2.250078797340393,0.35034412521924446,49.0,0.532790592492085,2286984055.9,26377805.05,18040000.0,2240350000.0,27,22,45,6,0.375,0.8181818181818182,0.5142857142857142,49.0,0.5328,sailor2_8b-chat-q4_k_m,8,q4_k_m
olmo2:7b-1124-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.33419013261795044,0.29716789722442627,0.3439888299543643,61.0,0.4034373586612392,332241827.24,51386924.63,18830000.0,256470000.0,14,47,20,19,0.4117647058823529,0.42424242424242425,0.41791044776119407,61.0,0.4034,olmo2_7b-1124-instruct-fp16,7,fp16
olmo2:7b-1124-instruct-fp16,PromptType.COT,100,100,0,0,7.359254291057587,7.206517934799194,1.7638836284041426,30.0,0.434191355026712,7357138644.38,20546114.28,19390000.0,7313370000.0,29,1,70,0,0.29292929292929293,1.0,0.45312500000000006,30.0,0.4342,olmo2_7b-1124-instruct-fp16,7,fp16
olmo2:7b-1124-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,6.028989086151123,5.922707676887512,1.5203069665978257,43.0,0.5283264033264033,6026733037.53,21001373.26,416100000.0,5562450000.0,23,20,54,3,0.2987012987012987,0.8846153846153846,0.44660194174757284,43.0,0.5283,olmo2_7b-1124-instruct-fp16,7,fp16
olmo2:7b-1124-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.19932950496673585,0.16192245483398438,0.3688461353791612,67.0,0.48814229249011865,197535557.3,54242643.19,13440000.0,124340000.0,20,47,30,3,0.4,0.8695652173913043,0.547945205479452,67.0,0.4881,olmo2_7b-1124-instruct-q4_k_m,7,q4_k_m
olmo2:7b-1124-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.812553286552429,2.681622266769409,0.6786860276996655,37.0,0.4913101604278075,2810535243.8,19274810.81,17410000.0,2770260000.0,34,3,63,0,0.35051546391752575,1.0,0.5190839694656488,37.0,0.4913,olmo2_7b-1124-instruct-q4_k_m,7,q4_k_m
olmo2:7b-1124-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.8804982113838196,2.76358962059021,0.6623389195675434,39.0,0.49866666666666676,2878287492.1,20237066.53,421650000.0,2409170000.0,21,18,57,4,0.2692307692307692,0.84,0.40776699029126207,39.0,0.4987,olmo2_7b-1124-instruct-q4_k_m,7,q4_k_m
qwen2.5:32b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,12.140542049407959,12.165885329246521,1.0938727079056747,49.0,0.5296,12138362839.06,29198506.67,1648150000.0,10426390000.0,20,29,46,5,0.30303030303030304,0.8,0.43956043956043955,49.0,0.5296,qwen2_5_32b-instruct-q4_k_m,32,q4_k_m
qwen2.5:32b-instruct-q4_K_M,PromptType.COT,100,100,0,0,12.081624059677123,11.897854089736938,1.8266102211847906,38.0,0.5877333333333333,12079491143.22,28752178.88,141920000.0,11900400000.0,24,14,61,1,0.2823529411764706,0.96,0.4363636363636364,38.0,0.5877,qwen2_5_32b-instruct-q4_k_m,32,q4_k_m
qwen2.5:32b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,1.0642156219482422,0.6765857934951782,2.4246636902624905,53.0,0.554540842212075,1062254069.25,260813589.95,98440000.0,691430000.0,16,37,36,11,0.3076923076923077,0.5925925925925926,0.40506329113924056,53.0,0.5545,qwen2_5_32b-instruct-q4_k_m,32,q4_k_m
qwen2.5:14b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.4627179050445557,0.3595871925354004,1.021858580354548,61.0,0.46955997588908976,460955447.7,123496953.03,41870000.0,283130000.0,4,57,22,17,0.15384615384615385,0.19047619047619047,0.1702127659574468,61.0,0.4696,qwen2_5_14b-instruct-q4_k_m,14,q4_k_m
qwen2.5:14b-instruct-q4_K_M,PromptType.COT,100,100,0,0,4.918659245967865,4.916197180747986,0.6076509850157169,51.0,0.5409891598915989,4916478722.47,28890827.63,59390000.0,4819350000.0,14,37,45,4,0.23728813559322035,0.7777777777777778,0.3636363636363637,51.0,0.541,qwen2_5_14b-instruct-q4_k_m,14,q4_k_m
qwen2.5:14b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,5.592412242889404,5.508469343185425,0.7064256021621749,52.0,0.4433471933471934,5590061400.38,28731518.24,825300000.0,4700550000.0,17,35,39,9,0.30357142857142855,0.6538461538461539,0.4146341463414634,52.0,0.4433,qwen2_5_14b-instruct-q4_k_m,14,q4_k_m
