num__jobs_held_in_2002,num__household_size_in_1997,num__number_of_arrests_in_last_5_years,num__weight_in_lbs,num__age,num__height_total_inches,cat__sex_recorded_in_1997_female,cat__sex_recorded_in_1997_male,"cat__marriage_or_cohabitation_status_in_2002_divorced, cohabiting","cat__marriage_or_cohabitation_status_in_2002_divorced, not cohabiting","cat__marriage_or_cohabitation_status_in_2002_married, spouse absent","cat__marriage_or_cohabitation_status_in_2002_married, spouse present","cat__marriage_or_cohabitation_status_in_2002_never married, cohabiting","cat__marriage_or_cohabitation_status_in_2002_never married, not cohabiting","cat__marriage_or_cohabitation_status_in_2002_separated, cohabiting","cat__marriage_or_cohabitation_status_in_2002_separated, not cohabiting",cat__highest_degree_by_2002_GED,cat__highest_degree_by_2002_Unknown,cat__highest_degree_by_2002_associate/junior college (AA),"cat__highest_degree_by_2002_bachelor's degree (BA, BS)",cat__highest_degree_by_2002_high school diploma (HS),cat__college_enrollment_status_in_2002_enrolled in a 2-year college,cat__college_enrollment_status_in_2002_enrolled in a 4-year college,cat__college_enrollment_status_in_2002_enrolled in a graduate program,"cat__college_enrollment_status_in_2002_enrolled in grades 1-12, not a high school graduate","cat__college_enrollment_status_in_2002_not enrolled, 2-year college graduate","cat__college_enrollment_status_in_2002_not enrolled, 4-year college graduate","cat__college_enrollment_status_in_2002_not enrolled, GED","cat__college_enrollment_status_in_2002_not enrolled, high school degree","cat__college_enrollment_status_in_2002_not enrolled, no high school degree, no GED","cat__college_enrollment_status_in_2002_not enrolled, some college",cat__parent_or_guardian_relationship_at_age_12_Unknown,cat__parent_or_guardian_relationship_at_age_12_adoptive parent(s),cat__parent_or_guardian_relationship_at_age_12_anything else,"cat__parent_or_guardian_relationship_at_age_12_biological dad, marital status unknown","cat__parent_or_guardian_relationship_at_age_12_biological father, other parent present","cat__parent_or_guardian_relationship_at_age_12_biological mother, marital status unknown","cat__parent_or_guardian_relationship_at_age_12_biological mother, other parent present",cat__parent_or_guardian_relationship_at_age_12_both biological parents,cat__parent_or_guardian_relationship_at_age_12_foster parent(s),cat__parent_or_guardian_relationship_at_age_12_group quarters,"cat__parent_or_guardian_relationship_at_age_12_other adults, biological parent status unknown, not group quarters",cat__raised_in_urban_or_rural_area_Unknown,cat__raised_in_urban_or_rural_area_rural,cat__raised_in_urban_or_rural_area_urban,cat__homeless_for_2+_nights_over_last_5_years_False,cat__homeless_for_2+_nights_over_last_5_years_True,cat__any_adult_household_member_jailed_in_last_5_years_False,cat__any_adult_household_member_jailed_in_last_5_years_True,cat__recieved_food_stamps_in_2002_False,cat__recieved_food_stamps_in_2002_True,cat__victim_of_violent_crime_in_last_5_years_False,cat__victim_of_violent_crime_in_last_5_years_True,cat__i_often_prey_to_god_for_help_False,cat__i_often_prey_to_god_for_help_True,cat__god_has_nothing_to_do_with_me_personally_False,cat__god_has_nothing_to_do_with_me_personally_True,cat__how_much_time_in_last_month_when_nothing_cheers_you_up_all of the time,cat__how_much_time_in_last_month_when_nothing_cheers_you_up_most of the time,cat__how_much_time_in_last_month_when_nothing_cheers_you_up_none of the time,cat__how_much_time_in_last_month_when_nothing_cheers_you_up_some of the time,cat__used_marijuana_in_last_4_years_False,cat__used_marijuana_in_last_4_years_True,cat__used_cocaine_or_other_hard_drug_in_last_4_years_False,cat__used_cocaine_or_other_hard_drug_in_last_4_years_True,cat__used_any_drug_in_last_4_years_False,cat__used_any_drug_in_last_4_years_True,cat__ever_arrested_in_last_5_years_True,cat__ever_convicted_in_last_5_years_False,cat__ever_convicted_in_last_5_years_True,"cat__race_american indian, eskimo or aleut",cat__race_asian or pacific islander,cat__race_black,cat__race_hispanic,cat__race_mixed-race,cat__race_white
-0.83100414,0.008757078,-0.059573386,0.07270342,-0.11277429,-0.60098076,-0.3960524,0.0,0.0,0.0,-0.005651871,0.05150787,0.0059130024,0.13379966,0.0,0.0,-0.018407326,0.08476037,0.0,0.0,0.03046191,0.022495598,0.03788295,0.0,-0.08688956,0.0,0.0,-0.03799846,-0.22789542,-0.02842334,-0.016554784,0.003962304,0.0,0.0,-0.031047948,0.0028624793,0.013155119,0.00094466185,0.013011752,0.0,0.0,-0.052557964,0.05505007,-0.020009419,0.041579753,-0.08634605,0.0,0.025454048,0.0,-0.015666129,0.0,-0.0139475,0.0,-0.04909867,0.0,-0.015777702,0.0,0.0,-0.04165955,0.014952593,0.013160303,0.03874918,0.0,0.3377694,0.0,0.071538344,0.0,0.0,-0.07594476,0.0,0.0,-0.46914518,-0.010377167,-0.008186777,0.004839579,0.019244052
0.24171449,0.089014605,-0.07122939,0.29112366,0.075562865,0.27361256,0.1762829,0.0,0.0,0.0,-0.0013033397,0.022869144,-0.00035778387,0.013981832,0.0,0.0,-0.0006901544,0.10924439,0.0,0.0,0.1356638,0.047516122,0.015215324,0.0,-0.037690446,0.0,0.0,-0.016552685,-0.01367736,-0.054050967,-0.0029936424,0.033970743,0.0,0.0,-0.002183299,0.0034694094,0.12658215,0.0013830723,-0.0010741415,0.0,0.0,-0.03887183,0.045828443,0.35734946,-0.04891322,-0.015528508,0.0,0.026924623,0.0,-0.008511869,0.0,0.016911661,0.0,-0.011865983,0.0,-0.011845382,0.0,0.0,0.24278164,0.040988684,0.0019553096,0.028980177,0.0,0.3883175,0.0,0.026481537,0.0,0.0,0.010538981,0.0,0.0,0.010927362,-0.0022221303,-0.0018740692,0.0075291423,-0.0027927961
-0.090433836,-0.13731769,0.033636436,0.1097,-0.009517316,0.15826072,0.1445751,0.0,0.0,0.0,-0.0018110526,0.01838392,-0.01061445,0.026935356,0.0,0.0,-0.00091261766,0.10474345,0.0,0.0,0.0513206,0.036302757,0.011524671,0.0,0.013170382,0.0,0.0,0.0011252571,-0.020568334,0.21705419,-0.0005723472,-0.0214003,0.0,0.0,0.0024102298,0.0028546834,0.06297409,0.00483608,0.020542786,0.0,0.0,-0.051644973,0.03739487,-0.050575934,-0.003821928,-0.036052786,0.0,-0.04336283,0.0,-0.017537167,0.0,0.0072236555,0.0,-0.02724515,0.0,0.037281327,0.0,0.0,-0.004084811,-0.032631926,-0.007440729,0.030860217,0.0,0.017333671,0.0,0.07105239,0.0,0.0,-0.012372328,0.0,0.0,0.0090554925,0.12723438,0.0043379767,0.0071006822,-0.018273657
0.013807984,-0.024802161,0.04953962,-0.17390972,-0.008939093,-0.56228304,-0.50864303,0.0,0.0,0.0,-0.005651871,0.04508442,0.0038091517,0.12873936,0.0,0.0,-0.015486617,-0.018974757,0.0,0.0,-0.05758596,0.0026489226,0.033962112,0.0,0.0069007147,0.0,0.0,4.072595e-05,-0.0027199078,-0.027716182,0.03022542,0.0055738986,0.0,0.0,-0.012672502,0.0023460782,0.052753393,0.0020983582,0.00076571456,0.0,0.0,-0.06075585,-0.19271895,-0.007289608,-0.010626584,-0.093457736,0.0,0.0054028016,0.0,-0.027813021,0.0,-0.006127758,0.0,-0.02166864,0.0,0.015383439,0.0,0.0,-0.040421635,-0.038665973,-0.0068206084,0.016148465,0.0,0.32920524,0.0,0.013081418,0.0,0.0,0.00042721216,0.0,0.0,0.008444043,-0.0010112397,0.023442976,0.006366098,0.01634959
0.21524796,0.017019803,-0.13820934,0.45219585,-0.034540348,-0.038324077,0.29616407,0.0,0.0,0.0,-0.0047107316,0.056728505,0.0333796,-0.07102955,0.0,0.0,-0.001537008,-0.043363016,0.0,0.0,-0.05861036,0.050108694,0.01319009,0.0,0.009442342,0.0,0.0,-0.005027178,-0.024614157,-0.061958127,0.00072025764,0.025122592,0.0,0.0,0.0025518783,0.0032479474,0.15705656,0.004249103,0.0029197468,0.0,0.0,-0.052902646,0.07530738,0.004577226,0.020633802,-0.06879518,0.0,-0.17211358,0.0,-0.022248935,0.0,-0.004032411,0.0,-0.017867943,0.0,-0.0079107545,0.0,0.0,-0.025581164,-0.03202851,0.0027886103,0.038946327,0.0,0.04894416,0.0,0.033048905,0.0,0.0,-0.011488258,0.0,0.0,0.008627507,-0.026549608,0.013429979,0.006745199,0.030859482
0.2268829,-0.03539249,-0.09022599,-0.28629985,-0.065684974,0.19060028,0.17338614,0.0,0.0,0.0,-0.0017602671,0.0300741,-0.009163577,0.02189995,0.0,0.0,-0.0019136204,-0.050504234,0.0,0.0,-0.060729083,0.054998945,-0.12328738,0.0,-0.0019031297,0.0,0.0,-0.011013501,-0.05742298,-0.060258683,-0.001530335,0.00048578228,0.0,0.0,0.0010638752,0.0026619323,0.0004051475,-0.1918666,-0.004370015,0.0,0.0,-0.058051944,0.009252048,-0.021126216,-0.04443751,-0.08761884,0.0,-0.061370138,0.0,-0.038653128,0.0,-0.0126756765,0.0,0.065161556,0.0,-0.033480477,0.0,0.0,-0.025670545,-0.02792247,-0.022690939,0.046160776,0.0,-0.18368712,0.0,0.017044837,0.0,0.0,0.0071503124,0.0,0.0,0.0093134865,-0.023653539,0.0061394763,0.006065055,0.003090463
0.20690364,0.020120945,0.14233178,0.37212768,-0.0044028237,0.40765026,0.1638097,0.0,0.0,0.0,-0.0018110526,0.016121298,-0.01767194,0.028300518,0.0,0.0,-0.0015670917,0.07090745,0.0,0.0,0.06591331,0.030401371,0.011068999,0.0,0.008285782,0.0,0.0,-0.0055391844,-0.008499643,0.131982,-0.0021590889,-0.034628898,0.0,0.0,0.00020087897,0.0029819726,0.034059636,0.004804421,0.019095758,0.0,0.0,-0.03178692,0.051833037,-0.06275354,-0.0069020223,-0.043860093,0.0,-0.035833996,0.0,-0.030108208,0.0,-0.01954933,0.0,-0.032251224,0.0,0.03054891,0.0,0.0,-0.026196755,0.07144512,0.024986342,0.025678277,0.0,-0.13502793,0.0,0.050768856,0.0,0.0,0.0646962,0.0,0.0,0.009255514,0.044335358,0.0059563257,0.0072877356,-0.013438508
-0.5987718,-0.03217411,0.32507157,-1.2895657,-0.12243611,0.04524091,0.033771206,0.0,0.0,0.0,-0.0017332905,0.015177406,-0.0053670458,0.02709995,0.0,0.0,-0.0016718251,-0.041181333,0.0,0.0,-0.073829606,0.02776806,0.0052461373,0.0,0.0053295344,0.0,0.0,-0.06601189,0.0316242,-0.08054795,-0.022880437,-0.00050446554,0.0,0.0,-0.0066149067,0.002283307,-0.05259452,0.0036653047,0.10670614,0.0,0.0,-0.058596477,0.046967797,-0.1107337,-0.08849425,-0.116748676,0.0,-0.05162145,0.0,-0.040537655,0.0,-0.017891042,0.0,0.07893591,0.0,-0.0038360169,0.0,0.0,-0.059352938,-0.009573688,0.001953084,-0.21126421,0.0,-0.14952204,0.0,-0.05291903,0.0,0.0,-0.0025299527,0.0,0.0,-0.004429689,-0.020090666,0.005380529,0.0047840322,0.073403105
-0.91258955,0.08455314,-0.089474164,0.03913434,0.15352859,0.21918061,0.007871675,0.0,0.0,0.0,-0.0013033397,0.013056022,-0.00037897017,0.021274198,0.0,0.0,-0.0010492165,0.12343298,0.0,0.0,0.07175351,0.03366996,0.015335265,0.0,0.003429255,0.0,0.0,-0.024794407,-0.04212231,0.18404344,-0.017927617,-0.03143095,0.0,0.0,-0.018984325,0.001992445,0.0978094,0.0027083969,0.010277941,0.0,0.0,-0.009454744,-0.10571364,-0.048283666,0.01441548,-0.04840327,0.0,0.0062186914,0.0,-0.008024465,0.0,-0.0037703505,0.0,-0.04871439,0.0,0.009653964,0.0,0.0,0.43222854,0.036689684,-0.020976558,-0.13408627,0.0,-0.18568635,0.0,-0.09772882,0.0,0.0,-0.084845975,0.0,0.0,0.009076706,0.0030056452,-0.0038246126,0.0063753584,0.03287921
0.30075085,-0.007923356,-0.100002006,0.015247719,-0.027912138,0.2660536,0.15281878,0.0,0.0,0.0,-0.0018110526,0.012044527,-0.005251902,0.02228932,0.0,0.0,0.0028024816,0.1695173,0.0,0.0,0.12755303,0.043992136,0.012815515,0.0,-0.046054147,0.0,0.0,-0.01135724,-0.031117475,-0.07308712,-0.0028747562,-0.0006929252,0.0,0.0,0.0015162528,0.0024755502,0.0035903894,0.00080896856,0.026383156,0.0,0.0,-0.03356541,0.024994582,0.3141714,0.013196733,-0.027321706,0.0,-0.047961716,0.0,-0.021610575,0.0,0.0065653934,0.0,0.055431854,0.0,0.042907536,0.0,0.0,-0.026076242,-0.045184925,0.0071647232,-0.0875943,0.0,-0.16065112,0.0,-0.096154444,0.0,0.0,-0.035924908,0.0,0.0,0.009435,-0.02124361,-0.0039132996,0.0067446097,0.017707009
0.08520743,-0.04212057,-0.08122453,-0.07796409,0.027220799,-0.027072914,-0.37158453,0.0,0.0,0.0,-0.005651871,0.0045283576,0.009806158,0.13908015,0.0,0.0,-0.0052325027,0.024990128,0.0,0.0,0.029322216,0.02461865,0.0356448,0.0,-0.10497651,0.0,0.0,-0.007363545,0.0041088173,-0.073175624,-0.01311161,-0.02892609,0.0,0.0,-0.014122185,0.0023827036,-0.05964693,0.0038099391,0.012407442,0.0,0.0,-0.08343959,0.04210458,-0.06313862,-0.018240834,-0.03429703,0.0,-0.026034502,0.0,-0.016902132,0.0,0.0016913862,0.0,-0.038051732,0.0,-0.01833408,0.0,0.0,-0.01922328,0.035851505,0.027497424,-0.088664584,0.0,-0.16142996,0.0,-0.18650575,0.0,0.0,0.0020222524,0.0,0.0,0.010007623,0.060393274,0.0056729987,0.0066557745,-0.015935415
0.0988418,-0.41207436,-0.2085331,-1.5402474,-0.008418847,0.13910991,0.08614713,0.0,0.0,0.0,-0.0017332905,0.01161709,-0.00685096,0.026723655,0.0,0.0,-0.0013858123,0.122955285,0.0,0.0,0.03652328,0.0110096745,0.010667218,0.0,0.008108305,0.0,0.0,0.039758813,-0.026567254,-0.08913619,-0.0084902635,0.004512775,0.0,0.0,0.0006501573,0.0019942762,0.11487297,0.0048973383,0.017168349,0.0,0.0,-0.07019315,0.026234604,-0.06583158,-0.08766189,-0.021242078,0.0,0.026330695,0.0,-0.029348198,0.0,-0.010396174,0.0,-0.0150149055,0.0,0.028137984,0.0,0.0,-0.028431619,-0.013359562,-0.005320298,-0.07029735,0.0,-0.22073005,0.0,0.0358553,0.0,0.0,0.010914113,0.0,0.0,0.0091607785,0.060020287,-0.024553057,0.0067484793,-0.03184994
0.19352952,0.07443925,-0.21668404,-0.04410977,-0.058351453,-0.37880513,0.14864117,0.0,0.0,0.0,-0.0047107316,-1.4846452,-0.0054828543,-0.08285849,0.0,0.0,0.01036146,-0.07990918,0.0,0.0,0.04506088,0.03965623,0.0051502073,0.0,-0.0019301455,0.0,0.0,0.03963732,-0.03886105,-0.05056777,-0.0028747562,-0.010311374,0.0,0.0,0.0032645937,0.001857723,-0.03957236,0.0035706968,-0.028611962,0.0,0.0,-0.057297263,0.03841216,-0.063361585,-0.02496924,-0.053109493,0.0,-0.029660074,0.0,-0.026627416,0.0,-0.010070911,0.0,0.096118346,0.0,-0.034115735,0.0,0.0,-0.03528131,-0.041104894,-0.027376737,-0.103286676,0.0,-0.10795984,0.0,-0.0957046,0.0,0.0,0.013795769,0.0,0.0,0.009342738,-0.018985892,0.00052965875,0.0057207714,0.062936954
