,sex,birthyear,height_ft,height_in,experience02,hhsize97,homelessness,faminjail,foodstamp,marijuana,cocaine,anydrug,numberofarrestsby2002,arrestedafter2002,convictedby2002,num_weight,birthmonth,race_ethnicity,race_specific,weight,married02,educ02,college02,parentrelations,urbanrural,victim,askgod,godhasnothingtodo,expectdeath,depression,race
806,1,1984,6,1,5,2,0,0,0,1,1,1,1,0,0,210.0,3,1,5,75,5,4,1,7,4,0,3,2,1,3,3
807,0,1982,5,4,1,5,0,0,0,1,1,1,1,1,0,120.0,6,3,5,8,2,0,8,7,0,0,3,3,1,2,5
808,1,1980,5,8,2,3,0,0,0,0,0,0,1,0,0,245.0,4,3,5,87,5,4,7,9,0,0,2,3,2,2,5
809,1,1982,6,2,2,4,1,0,1,0,0,0,4,1,1,195.0,1,0,2,68,5,0,8,2,1,0,3,2,1,3,2
810,0,1981,5,5,3,3,0,0,0,1,0,1,1,0,1,162.0,8,3,5,31,5,4,9,7,2,0,3,2,1,2,5
811,0,1981,5,0,0,5,0,0,1,0,0,0,1,0,0,148.0,1,1,3,29,4,0,8,2,1,0,3,3,1,3,3
812,1,1983,6,0,1,5,0,0,0,1,0,1,1,0,1,215.0,5,0,2,77,5,4,7,12,4,0,3,2,1,2,2
813,1,1980,6,0,2,4,0,0,0,0,0,0,3,1,1,170.0,11,3,5,50,5,4,7,9,4,0,3,3,2,3,5
814,1,1983,6,0,1,3,0,0,0,0,0,0,1,0,0,212.0,5,0,2,71,5,4,7,5,2,0,3,2,1,3,2
815,0,1981,5,0,2,5,0,1,0,0,0,0,1,0,0,140.0,10,1,2,22,5,4,1,7,4,1,3,2,1,2,3
816,1,1983,5,7,4,2,0,0,0,0,0,0,2,0,0,186.0,8,0,2,62,4,4,9,8,4,1,2,3,1,2,2
817,1,1980,5,6,1,5,0,0,0,1,1,1,2,0,0,130.0,8,3,5,14,5,4,9,7,4,0,3,3,2,2,5
818,0,1984,5,4,2,4,0,0,0,1,0,1,1,1,1,128.0,0,0,2,13,5,0,3,7,4,0,3,2,1,2,2
819,1,1981,5,9,1,5,0,0,0,1,1,1,4,1,1,187.0,5,0,2,55,5,0,8,7,4,0,3,3,1,2,2
820,0,1980,5,4,2,3,0,1,1,0,0,0,7,0,1,139.0,11,2,2,21,1,3,6,7,0,1,3,2,12,1,4
821,1,1983,6,5,1,3,0,0,0,0,0,0,1,0,0,220.0,10,3,5,79,5,0,3,6,0,0,3,2,1,2,5
822,1,1980,5,10,2,3,0,0,0,0,0,0,1,0,1,220.0,11,3,5,79,5,4,7,7,0,0,2,3,2,2,5
823,1,1982,6,2,3,4,0,0,0,1,1,1,2,0,0,215.0,1,3,5,77,5,4,1,9,4,1,2,3,1,2,5
824,0,1981,5,4,3,6,0,0,0,1,1,1,4,0,1,180.0,7,1,5,57,5,4,7,2,1,0,2,2,1,3,3
825,0,1983,5,7,4,2,0,0,0,1,1,1,5,0,1,135.0,10,3,5,17,5,0,8,8,4,0,3,2,1,3,5
826,1,1984,6,2,1,2,0,0,0,1,1,1,1,0,1,210.0,9,3,5,75,5,0,3,7,4,0,2,3,1,2,5
827,1,1983,5,10,1,6,0,0,0,0,0,0,3,0,0,290.0,5,1,5,96,5,3,6,9,4,0,3,3,1,2,3
828,0,1982,5,2,1,4,1,0,1,0,0,0,3,0,0,134.0,1,3,5,16,4,3,6,7,0,1,3,3,1,3,5
829,1,1981,5,9,4,5,0,0,0,0,0,0,1,0,0,143.0,2,3,5,24,4,4,0,7,4,0,2,2,1,2,5
830,1,1981,6,0,0,7,0,0,0,1,0,1,10,1,1,195.0,11,0,2,68,5,0,8,12,2,0,3,2,1,3,2
831,1,1981,6,1,4,4,0,0,0,0,0,0,1,0,0,180.0,2,3,5,57,5,4,7,9,4,0,3,2,1,2,5
832,1,1984,5,8,1,5,0,0,0,0,0,0,2,0,1,160.0,3,1,0,40,5,0,3,7,4,0,2,2,1,3,3
833,1,1980,6,6,2,6,0,0,1,1,0,1,2,0,0,237.0,6,3,5,81,4,4,9,9,2,0,3,2,2,2,5
834,1,1983,5,8,4,4,0,0,1,0,0,0,1,0,0,162.0,6,0,2,31,5,0,8,9,0,0,3,2,1,2,2
835,1,1981,5,8,3,2,0,0,0,1,1,1,1,0,0,170.0,9,3,5,50,5,3,6,2,1,0,2,2,1,2,5
836,0,1983,6,0,1,7,0,1,1,1,0,1,1,0,1,155.0,11,3,5,35,4,0,0,9,4,0,3,2,1,3,5
837,1,1984,6,10,0,4,0,0,0,1,0,1,2,1,1,250.0,11,1,3,89,5,0,8,7,4,0,2,2,1,2,3
838,1,1981,6,1,0,6,0,0,0,0,1,1,4,1,0,182.0,9,0,2,58,5,0,8,7,2,0,3,2,1,3,2
839,1,1984,6,1,2,4,0,0,0,0,0,0,1,1,0,162.0,1,3,5,31,5,0,3,2,1,0,3,2,1,3,5
840,1,1982,6,3,0,4,0,0,0,0,0,0,1,0,1,170.0,8,3,5,50,2,4,7,9,4,0,2,3,1,2,5
841,1,1983,5,5,0,6,0,0,0,1,0,1,3,0,1,135.0,0,1,5,17,5,0,8,7,4,0,3,2,1,3,3
842,1,1983,5,9,0,5,0,0,0,1,0,1,5,0,0,165.0,7,0,2,45,4,0,8,7,4,0,3,3,1,2,2
843,1,1981,5,10,0,4,0,0,0,1,1,1,2,1,0,212.0,1,3,5,71,5,4,9,7,4,0,3,2,1,2,5
844,0,1982,5,5,0,2,0,0,0,1,1,1,2,0,0,120.0,8,3,5,8,4,4,9,7,4,0,3,2,1,2,5
845,1,1981,5,11,0,4,0,0,0,1,1,1,3,1,1,187.0,8,1,3,55,7,0,8,12,4,1,3,3,1,3,3
846,0,1983,5,8,6,4,0,0,0,1,1,1,1,0,0,108.0,7,3,5,3,5,4,1,9,4,1,2,2,1,1,5
847,1,1982,5,11,2,3,0,1,0,1,1,1,6,1,0,155.0,0,0,2,35,4,0,8,7,4,0,3,2,1,2,2
848,1,1983,6,0,2,4,0,0,0,1,0,1,1,0,1,190.0,8,3,5,65,5,4,1,9,2,0,3,2,1,2,5
849,0,1981,5,7,0,5,0,0,0,1,1,1,1,1,1,140.0,0,3,5,22,5,4,7,9,0,0,3,2,1,2,5
850,0,1983,5,4,1,2,0,0,0,0,0,0,2,0,0,155.0,3,1,0,35,5,3,6,7,4,0,3,2,1,2,3
851,1,1981,5,8,0,4,0,0,0,0,1,1,2,0,0,161.0,2,0,2,41,5,0,8,7,4,0,3,3,1,3,2
852,1,1983,5,11,1,6,0,0,0,1,0,1,1,0,0,135.0,9,0,2,17,5,3,6,2,1,0,2,3,1,2,2
853,0,1982,5,10,4,3,0,0,0,1,0,1,1,1,0,165.0,2,0,2,45,5,4,7,7,4,0,3,2,1,3,2
854,0,1983,5,4,1,9,0,1,0,0,1,1,1,0,0,140.0,1,0,2,22,5,4,7,2,1,0,3,3,1,3,2
855,1,1984,5,10,2,6,0,0,0,1,1,1,1,1,1,141.0,8,3,5,,5,0,3,7,2,0,3,3,1,1,5
856,1,1980,6,0,0,9,1,0,1,1,0,1,2,1,0,162.0,1,0,2,42,4,0,8,12,4,1,3,3,,1,2
857,1,1982,6,1,3,5,0,0,0,1,0,1,1,0,0,174.0,10,0,2,54,5,4,0,7,4,0,3,2,1,3,2
858,1,1980,5,3,1,7,0,0,0,1,1,1,7,1,1,137.0,7,1,0,11,5,0,8,7,0,0,2,3,12,2,3
859,1,1980,5,10,0,4,0,0,0,1,1,1,1,0,0,155.0,1,3,5,35,5,4,1,9,4,0,3,2,6,2,5
860,1,1980,5,11,1,4,0,0,0,1,0,1,9,0,1,190.0,1,0,2,65,5,3,6,8,4,0,3,2,12,3,2
861,1,1980,5,10,2,4,0,0,0,1,1,1,1,1,1,162.0,6,3,5,31,4,4,9,9,3,1,2,3,11,3,5
862,1,1983,6,1,0,14,0,1,0,0,0,0,9,0,1,180.0,10,0,2,57,5,0,8,7,4,0,2,2,1,2,2
863,1,1984,5,10,5,4,0,0,0,1,1,1,5,1,1,205.0,9,3,5,73,5,3,6,9,4,0,3,2,1,3,5
864,1,1984,6,0,1,4,0,0,0,1,1,1,3,0,0,212.0,11,3,5,71,5,0,3,9,4,0,2,2,1,1,5
865,1,1982,5,11,2,4,0,0,0,1,1,1,1,1,0,155.0,0,3,5,35,5,4,1,9,4,0,2,2,1,2,5
866,0,1980,5,4,1,6,0,1,0,0,0,0,1,1,1,162.0,2,3,5,31,4,4,7,12,2,0,3,2,10,3,5
867,1,1980,6,0,3,6,0,0,0,0,0,0,3,0,1,180.0,8,3,5,57,5,3,9,12,2,0,3,2,2,2,5
868,1,1980,5,2,1,5,0,0,0,0,0,0,1,0,1,120.0,0,3,5,8,4,4,0,7,4,0,2,3,8,2,5
869,1,1983,5,11,3,6,0,0,0,1,0,1,1,0,0,160.0,9,0,2,40,5,4,9,7,4,0,2,3,1,2,2
870,0,1982,5,4,1,4,0,0,0,1,0,1,1,0,1,110.0,4,3,5,4,4,4,0,9,2,0,2,3,1,2,5
871,0,1981,5,5,2,4,0,0,0,0,0,0,1,0,0,120.0,2,1,5,8,4,4,7,9,0,0,3,3,1,3,3
872,1,1982,5,9,3,5,0,0,0,1,0,1,1,0,0,199.0,7,1,5,,5,0,8,7,0,0,3,2,1,2,3
873,1,1983,5,9,3,2,0,0,0,1,0,1,1,0,1,155.0,11,3,5,35,5,0,3,7,2,1,3,2,1,3,5
874,0,1983,5,7,2,7,0,0,1,1,1,1,2,0,0,212.0,2,0,2,71,4,0,8,9,4,0,3,2,1,2,2
875,1,1980,5,6,3,4,0,0,0,1,1,1,2,1,1,120.0,3,3,5,8,5,0,8,5,2,0,3,3,12,3,5
876,0,1983,5,5,1,4,0,0,0,1,1,1,1,0,1,128.0,10,3,5,13,5,4,1,2,1,0,3,2,1,3,5
877,0,1984,5,2,1,3,1,0,0,1,0,1,2,1,1,107.0,5,0,2,,4,4,9,7,4,1,3,2,1,1,2
878,1,1983,6,2,3,4,0,0,0,1,1,1,1,0,1,185.0,10,3,5,61,5,3,6,11,4,0,2,3,1,0,5
879,0,1981,5,8,1,3,0,0,0,1,0,1,1,0,0,165.0,5,3,5,45,3,4,9,8,4,0,3,2,1,3,5
880,1,1982,5,3,3,5,0,0,0,0,0,0,2,0,1,135.0,2,3,5,17,4,4,7,9,0,0,2,3,1,2,5
881,1,1984,5,6,1,4,0,0,0,1,0,1,1,1,0,160.0,7,1,3,40,5,4,1,9,4,0,2,3,1,3,3
882,1,1984,6,5,1,5,0,0,0,0,0,0,3,0,1,160.0,3,1,5,40,4,0,8,7,0,0,3,2,1,3,3
883,1,1982,5,10,0,4,0,0,0,1,0,1,1,0,1,145.0,1,3,1,26,5,4,1,9,4,0,2,3,1,3,1
884,1,1982,5,9,2,4,0,0,0,0,0,0,1,1,0,156.0,1,3,5,36,5,4,7,5,0,0,3,3,1,2,5
885,1,1982,5,9,2,5,0,0,0,1,0,1,3,0,1,130.0,11,0,2,14,4,0,8,7,4,0,3,2,1,2,2
886,1,1982,5,10,2,6,0,0,0,1,0,1,4,0,1,170.0,11,1,3,50,5,0,8,5,4,0,3,2,1,2,3
887,1,1980,5,10,3,4,0,0,0,0,0,0,1,0,1,155.0,3,3,5,35,4,4,7,2,1,0,3,2,2,1,5
888,1,1983,5,8,2,4,0,0,0,0,0,0,1,0,0,215.0,4,0,2,77,5,4,0,7,4,0,3,2,1,2,2
889,0,1980,5,5,0,3,0,1,1,1,1,1,3,0,0,110.0,3,3,5,4,6,3,6,2,1,1,3,2,12,1,5
890,1,1983,6,1,3,5,0,0,0,1,1,1,9,0,1,234.0,7,3,5,,5,0,8,7,2,0,3,3,1,3,5
891,1,1984,5,9,0,5,0,1,0,0,0,0,1,0,0,187.0,6,3,1,55,5,3,6,2,1,0,2,2,1,2,1
892,1,1982,5,7,2,7,0,0,0,1,1,1,8,0,1,154.0,6,0,2,34,5,0,8,7,4,1,3,2,1,3,2
893,1,1984,5,6,2,6,0,0,0,1,1,1,1,1,0,130.0,0,3,5,14,5,0,3,7,2,0,2,3,1,2,5
894,1,1984,5,9,1,6,0,0,0,1,0,1,1,0,1,145.0,10,3,1,26,5,0,3,12,4,0,3,2,1,3,1
895,1,1981,5,10,1,4,0,0,0,1,0,1,1,0,0,160.0,1,3,0,40,5,4,9,7,0,0,3,3,1,3,0
896,1,1980,5,3,3,4,0,0,0,0,0,0,2,0,1,145.0,7,1,5,26,5,4,9,5,4,1,3,3,0,3,3
897,0,1984,5,6,4,4,0,1,0,1,1,1,2,1,0,180.0,3,3,5,57,5,4,9,9,4,0,3,2,1,2,5
898,1,1980,5,11,0,4,0,0,0,1,0,1,7,1,1,162.0,6,0,2,31,5,0,8,7,4,1,2,3,12,3,2
899,1,1981,6,4,3,5,0,0,0,1,1,1,2,0,1,190.0,5,3,5,65,5,4,7,7,4,0,3,2,1,2,5
900,0,1984,5,5,2,6,0,0,0,1,0,1,1,0,0,120.0,10,2,2,8,5,0,3,2,1,0,3,2,1,3,4
901,1,1983,5,9,0,6,0,0,0,1,0,1,2,0,0,155.0,5,1,2,35,3,4,7,9,4,0,2,2,1,2,3
902,1,1982,5,9,1,4,0,1,0,1,0,1,3,0,1,145.0,7,3,5,26,4,0,8,7,0,0,3,2,1,2,5
903,1,1981,6,0,1,8,0,0,0,1,0,1,2,0,0,212.0,7,0,2,71,5,0,3,7,4,0,3,1,1,3,2
904,1,1981,6,2,2,5,0,0,1,1,0,1,5,1,1,162.0,9,3,5,31,4,3,9,9,4,0,2,2,1,1,5
905,1,1982,5,10,2,4,0,0,0,1,0,1,2,1,0,154.0,3,3,5,34,5,4,1,9,4,0,2,3,1,3,5
906,1,1980,6,3,1,4,0,1,0,0,0,0,2,0,1,190.0,8,3,5,65,5,4,0,12,4,0,2,3,,2,5
907,1,1980,5,6,2,10,0,0,0,1,0,1,1,1,0,202.0,7,3,5,72,5,3,6,9,0,0,3,2,2,3,5
908,0,1982,5,5,1,5,0,1,0,1,0,1,4,1,1,122.0,7,3,5,9,5,0,8,2,1,1,3,2,1,1,5
909,1,1980,5,10,2,6,0,1,0,1,1,1,1,0,1,170.0,3,3,5,50,5,4,0,9,4,0,2,2,14,2,5
910,1,1983,5,8,0,5,0,0,0,1,0,1,1,0,0,165.0,11,0,2,45,3,3,6,9,2,0,3,2,1,1,2
911,0,1982,5,2,1,3,0,0,0,1,1,1,1,0,0,130.0,2,3,5,14,5,4,9,3,4,0,2,2,1,2,5
912,1,1981,5,10,1,3,0,0,0,1,1,1,2,0,1,160.0,10,3,5,40,5,4,7,9,2,0,3,2,1,2,5
913,1,1980,5,9,1,5,0,0,0,1,0,1,2,1,1,152.0,2,0,2,32,5,4,7,7,4,0,3,2,12,2,2
914,1,1980,5,6,0,5,0,0,1,0,1,1,1,1,0,180.0,0,1,3,57,5,0,6,7,0,0,3,2,2,2,3
915,1,1983,6,1,1,3,0,0,0,0,0,0,2,0,0,170.0,10,3,5,50,5,0,8,2,1,1,3,2,1,3,5
916,1,1980,6,0,2,3,0,0,0,1,1,1,5,1,1,185.0,0,3,5,61,5,3,6,2,1,0,2,3,7,2,5
917,1,1984,6,2,2,5,0,0,0,1,0,1,1,1,1,155.0,1,3,5,35,5,0,8,7,2,0,2,3,1,2,5
918,1,1983,6,0,0,8,0,0,0,1,0,1,3,0,1,168.0,7,0,2,48,5,4,7,7,4,1,2,1,1,3,2
919,1,1984,5,8,2,5,0,0,0,1,1,1,2,1,1,160.0,7,1,5,40,5,0,8,7,2,0,3,3,1,2,3
920,0,1982,5,5,1,3,0,1,0,1,0,1,2,0,0,140.0,10,3,5,22,4,4,7,7,0,0,3,2,1,3,5
921,1,1981,5,5,2,4,0,1,0,1,1,1,1,0,1,140.0,7,1,3,22,4,4,9,7,4,0,3,2,1,2,3
922,1,1981,5,11,3,4,0,1,0,1,1,1,3,1,1,144.0,1,3,5,25,5,3,6,7,2,0,3,2,1,3,5
923,1,1982,6,11,4,5,0,0,0,0,0,0,1,0,1,170.0,7,3,5,50,5,4,7,9,4,0,3,2,1,2,5
924,1,1980,5,7,1,5,0,1,0,1,1,1,2,0,1,168.0,1,3,5,48,5,4,1,9,4,0,2,2,3,2,5
925,1,1981,5,9,1,5,0,0,0,1,0,1,2,0,0,145.0,4,0,2,26,5,0,8,12,4,0,3,3,1,2,2
926,1,1983,6,2,1,3,0,1,0,0,0,0,2,0,0,170.0,2,1,5,50,5,0,8,7,4,1,2,3,1,3,3
927,1,1981,5,3,1,6,0,0,0,1,0,1,8,1,1,130.0,6,1,3,14,5,4,7,6,4,1,2,2,1,3,3
928,1,1980,6,2,1,8,0,0,0,0,0,0,1,0,1,345.0,0,0,2,0,5,4,7,7,4,0,3,2,12,2,2
929,1,1984,5,8,1,6,0,0,0,1,0,1,1,0,0,140.0,0,1,5,22,5,0,7,2,1,0,3,2,1,2,3
930,1,1984,5,10,0,4,0,0,0,0,0,0,1,0,1,145.0,11,3,5,26,5,0,3,9,4,0,2,3,1,2,5
931,0,1982,5,7,0,9,1,0,1,1,0,1,3,0,1,137.0,5,0,2,19,5,0,8,3,4,0,3,2,1,1,2
932,1,1983,6,2,3,4,1,0,0,1,1,1,4,1,1,190.0,2,3,5,65,5,0,3,11,4,0,2,3,1,2,5
933,1,1980,6,1,0,5,0,0,0,0,0,0,1,0,0,180.0,7,3,1,57,5,4,7,9,4,0,3,3,2,3,1
934,0,1981,5,5,4,4,0,0,0,1,1,1,1,0,1,137.0,9,3,5,11,5,4,1,9,2,0,2,2,1,2,5
935,0,1980,5,2,6,2,0,0,0,1,1,1,3,0,0,140.0,5,3,5,22,5,4,1,7,2,0,2,2,4,2,5
936,1,1984,6,1,1,5,0,1,0,1,1,1,1,0,0,210.0,8,3,5,75,5,4,1,7,4,0,2,2,1,2,5
937,1,1984,6,2,3,2,0,0,0,1,0,1,4,0,1,165.0,7,3,5,45,5,4,7,5,4,1,2,3,1,3,5
938,1,1984,6,0,0,5,0,0,0,1,0,1,1,0,0,260.0,9,3,5,91,5,0,3,9,4,0,2,2,1,3,5
939,1,1984,6,11,0,6,0,0,0,1,1,1,1,0,1,230.0,8,2,5,82,5,0,8,2,1,0,3,3,1,2,4
940,1,1981,5,9,3,5,0,0,0,1,0,1,1,0,1,190.0,8,3,5,65,5,4,1,9,4,0,2,2,1,2,5
941,1,1982,5,11,2,4,0,0,0,1,1,1,1,0,1,162.0,1,3,5,31,5,4,0,7,4,0,3,2,1,2,5
942,1,1981,5,7,3,5,0,0,0,1,0,1,2,0,1,145.0,7,3,5,26,5,4,7,2,1,0,3,2,1,0,5
943,0,1983,5,7,3,6,0,0,1,0,0,0,1,0,0,135.0,6,2,5,17,4,4,7,0,4,0,3,2,1,3,4
944,1,1981,5,9,3,3,0,0,0,1,0,1,3,0,0,170.0,11,0,2,50,4,3,6,7,2,0,3,2,1,3,2
945,1,1980,5,11,2,5,1,0,0,1,0,1,1,1,0,212.0,1,0,2,71,5,4,9,7,4,1,3,2,2,2,2
946,1,1980,6,6,0,3,0,0,0,0,0,0,1,0,0,230.0,3,1,5,82,5,4,0,9,4,0,2,2,2,3,3
947,1,1981,5,9,2,3,0,1,0,1,0,1,1,0,0,160.0,0,0,2,40,5,3,6,2,1,0,3,2,1,3,2
948,1,1983,5,7,2,6,0,1,0,1,1,1,7,1,1,120.0,0,0,2,8,5,0,8,7,4,0,3,2,1,3,2
949,0,1982,5,4,4,7,0,0,0,1,0,1,1,0,0,145.0,10,1,3,26,4,4,0,7,4,1,3,3,1,2,3
950,1,1984,6,1,1,5,0,1,0,1,0,1,2,1,0,157.0,5,3,5,37,5,3,6,7,4,0,2,3,1,2,5
951,1,1984,5,5,0,6,0,0,0,1,1,1,1,1,0,155.0,9,0,2,35,5,0,6,7,4,0,3,2,1,1,2
952,0,1983,5,3,4,3,0,1,1,1,0,1,1,0,0,135.0,1,0,2,17,3,3,6,2,1,0,3,2,1,3,2
953,1,1982,5,11,4,5,0,0,1,0,0,0,2,0,0,140.0,7,3,5,22,4,0,8,7,2,0,2,2,1,3,5
954,1,1980,6,5,1,4,0,0,0,1,1,1,5,0,1,210.0,4,3,5,75,5,3,9,9,4,0,2,2,12,2,5
955,1,1983,5,6,3,3,0,1,0,1,1,1,1,0,1,162.0,7,1,5,31,5,4,7,7,4,0,2,3,1,3,3
956,1,1982,6,2,2,4,0,0,0,1,0,1,1,0,0,170.0,2,0,2,50,5,4,7,7,4,0,2,2,1,2,2
957,1,1982,5,6,3,3,0,0,0,0,0,0,13,0,1,160.0,1,0,2,40,5,4,7,3,4,0,3,3,1,2,2
958,1,1983,5,8,5,7,0,1,1,0,1,1,2,0,0,280.0,11,1,3,94,3,0,6,9,4,0,3,2,1,2,3
959,1,1983,6,0,1,4,0,0,0,1,1,1,10,0,1,155.0,4,3,5,35,5,0,8,8,4,1,2,2,1,2,5
960,1,1980,5,8,1,3,0,0,0,1,0,1,6,0,1,187.0,8,1,5,55,5,4,7,7,4,0,3,2,2,2,3
961,1,1984,6,3,0,8,0,0,0,1,1,1,2,0,1,197.0,8,3,5,69,5,4,0,9,4,0,3,3,1,2,5
962,1,1982,5,10,3,3,0,0,0,0,0,0,1,0,1,151.0,10,0,2,,5,4,9,12,2,0,3,2,1,0,2
963,1,1983,5,10,3,4,0,1,0,1,1,1,3,0,1,135.0,1,0,2,17,5,0,8,7,0,0,3,2,1,2,2
964,0,1981,5,3,2,4,0,0,0,1,1,1,2,0,1,137.0,10,3,5,19,5,4,1,9,4,0,3,2,1,2,5
965,1,1984,5,11,1,5,0,0,0,1,0,1,2,0,1,165.0,4,3,5,45,4,3,9,7,4,0,3,2,1,2,5
966,1,1982,5,9,0,3,0,0,0,0,0,0,1,0,1,160.0,3,3,5,40,5,4,9,6,0,0,2,2,1,2,5
967,1,1983,5,4,2,5,0,1,0,1,0,1,3,0,1,122.0,11,0,2,9,5,0,6,0,4,0,3,2,1,1,2
968,1,1982,5,9,1,6,0,0,0,1,0,1,4,0,1,185.0,6,3,5,61,5,4,1,9,2,0,3,2,1,2,5
969,0,1984,4,8,0,7,0,0,0,1,1,1,3,0,1,103.0,4,1,3,,5,0,3,7,4,0,2,3,1,1,3
970,0,1983,5,1,0,3,0,0,0,1,0,1,1,0,0,130.0,5,3,5,14,5,4,1,9,4,0,3,2,1,2,5
971,1,1982,6,6,0,7,0,1,0,1,0,1,4,0,1,56.0,8,0,2,0,5,0,8,2,1,0,3,3,1,3,2
972,1,1981,5,11,0,8,0,0,0,0,0,0,6,0,1,182.0,0,0,2,58,5,0,8,7,4,0,3,2,1,3,2
973,1,1983,5,8,1,4,0,0,0,1,0,1,4,0,1,162.0,9,0,2,31,5,4,7,3,4,0,3,3,1,3,2
974,0,1983,5,1,4,5,0,0,0,0,0,0,1,0,0,120.0,0,0,2,8,5,0,8,7,4,0,3,2,1,2,2
975,0,1982,5,4,2,3,0,0,0,1,0,1,1,0,0,134.0,4,0,2,16,5,4,7,7,4,0,3,2,1,3,2
976,0,1982,5,6,5,5,0,0,0,0,0,0,1,0,1,145.0,0,3,5,26,5,4,1,9,4,0,2,2,1,3,5
977,1,1982,5,10,2,5,0,0,0,1,1,1,9,0,1,162.0,4,3,5,31,5,3,6,8,4,0,2,2,1,2,5
978,1,1982,6,2,1,5,0,0,0,0,0,0,2,0,1,230.0,8,1,3,82,3,4,7,9,4,0,3,2,1,2,3
979,0,1982,5,5,1,6,0,0,0,1,0,1,3,1,1,162.0,7,3,5,31,3,4,7,12,0,0,3,2,1,3,5
980,1,1983,5,10,0,3,0,0,1,1,0,1,1,0,1,178.0,1,0,2,56,5,3,6,7,4,0,3,2,1,3,2
981,0,1983,5,4,1,4,0,0,0,1,1,1,1,1,0,110.0,9,3,5,4,5,3,6,9,4,0,3,2,1,1,5
982,0,1983,5,6,4,5,0,1,0,0,0,0,1,0,0,137.0,2,3,5,11,4,0,8,5,4,0,3,2,1,2,5
983,1,1983,6,1,1,5,0,0,0,1,0,1,1,1,0,155.0,1,3,5,35,5,4,1,9,2,0,3,2,1,3,5
984,1,1983,5,6,2,6,0,0,0,1,0,1,1,0,0,182.0,9,0,2,58,5,0,8,5,4,1,3,2,1,2,2
985,1,1983,5,6,2,3,0,0,0,0,0,0,1,0,0,162.0,9,0,2,31,5,4,7,7,4,0,3,2,1,2,2
986,0,1980,5,5,1,4,0,0,0,0,0,0,2,0,1,165.0,11,3,5,45,5,4,1,9,4,0,3,2,6,2,5
987,1,1984,5,9,2,3,0,0,0,1,0,1,3,0,1,152.0,11,0,2,32,5,0,3,7,4,0,2,2,1,2,2
988,0,1981,5,4,2,6,0,0,0,0,0,0,1,0,1,104.0,11,3,5,,2,0,8,3,4,0,3,2,1,2,5
989,1,1981,5,8,1,4,0,0,0,1,1,1,1,0,0,212.0,4,1,5,71,5,0,8,9,4,1,2,3,1,3,3
990,1,1980,5,7,0,5,0,0,0,1,1,1,2,0,1,140.0,9,3,1,22,5,0,8,2,1,0,3,2,2,2,1
991,1,1983,5,4,1,8,0,1,0,1,0,1,1,1,1,187.0,8,1,3,55,5,0,8,7,0,0,3,2,1,2,3
992,1,1983,5,10,2,5,0,0,0,1,0,1,1,1,0,180.0,7,0,2,57,5,4,7,7,4,0,3,2,1,2,2
993,1,1980,6,1,2,5,0,0,0,0,0,0,4,1,1,160.0,7,3,5,40,4,0,8,7,4,0,3,3,0,2,5
994,1,1982,5,10,1,4,0,0,0,1,0,1,2,0,1,170.0,3,3,5,50,5,4,0,9,4,0,3,2,1,2,5
995,1,1982,5,5,1,5,0,0,0,0,0,0,1,0,1,160.0,0,1,3,40,5,4,7,7,4,0,2,3,1,2,3
996,1,1983,6,2,2,5,0,0,0,1,0,1,1,1,0,160.0,10,3,5,40,5,4,7,12,4,0,2,2,1,3,5
997,1,1983,6,2,2,3,0,0,0,1,0,1,1,0,0,212.0,7,0,2,71,5,0,8,2,1,0,2,2,1,2,2
998,1,1981,6,0,1,4,0,0,0,1,1,1,1,1,1,250.0,5,3,5,89,5,0,8,7,0,0,2,3,1,2,5
999,1,1982,5,9,1,6,0,0,0,0,0,0,1,0,0,130.0,2,1,3,14,4,4,7,7,4,0,2,2,1,2,3
1000,1,1982,5,10,1,5,0,0,0,0,0,0,1,0,0,162.0,7,1,3,31,4,3,6,2,1,0,3,2,1,2,3
1001,0,1982,5,6,2,4,0,1,0,1,1,1,1,0,0,130.0,11,3,5,14,5,4,7,2,1,0,3,2,1,3,5
1002,1,1984,5,11,0,5,0,0,0,1,1,1,2,0,1,180.0,11,0,2,57,5,0,8,7,0,0,3,2,1,2,2
1003,0,1983,5,0,0,5,0,0,0,0,0,0,3,0,0,145.0,11,1,5,26,5,4,7,9,4,0,3,2,1,1,3
1004,1,1984,6,0,2,6,0,0,0,1,0,1,1,0,1,187.0,10,3,5,55,5,4,0,9,4,0,3,2,1,2,5
1005,1,1983,6,1,2,4,0,1,0,1,1,1,1,0,1,280.0,10,3,5,94,5,4,7,7,2,0,2,3,1,2,5
1006,1,1983,5,9,1,6,0,0,0,1,0,1,7,1,1,198.0,11,3,5,70,5,4,7,7,4,1,3,2,1,3,5
1007,1,1984,5,9,0,3,0,0,0,1,0,1,1,0,0,135.0,9,0,2,17,5,0,8,8,4,0,3,2,1,2,2
1008,1,1981,6,0,0,4,0,0,0,1,0,1,2,1,0,160.0,3,1,3,40,5,0,8,7,4,0,3,3,1,1,3
1009,1,1980,5,9,4,5,0,0,1,1,1,1,9,0,1,160.0,2,3,5,40,4,0,8,7,2,0,3,2,12,3,5
1010,1,1983,6,1,2,4,0,0,0,1,1,1,1,0,1,140.0,3,3,5,22,5,4,1,7,2,0,3,2,1,2,5
1011,1,1981,5,5,2,3,0,0,0,1,1,1,3,1,1,162.0,1,0,2,31,5,0,8,3,4,0,3,3,1,1,2
